Column 3,EdgeBetweenness,interaction,name,selected,shared interaction,shared name,status
0.7654806,17.78384687,interacts with,C134_0648_a_at (interacts with) C134_0352_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0352_a_at,up
0.7545112,20.24047116,interacts with,C134_0648_a_at (interacts with) C134_0420_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0420_a_at,up
0.7082177,8.04867107,interacts with,C134_0648_a_at (interacts with) C134_0428_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0428_a_at,up
0.7530783,13.57972428,interacts with,C134_0648_a_at (interacts with) C134_0447_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0447_a_at,up
0.7131926,13.13711368,interacts with,C134_0648_a_at (interacts with) C134_0468_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0468_a_at,up
0.757948,9.47286681,interacts with,C134_0648_a_at (interacts with) C134_0491_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0491_at,up
0.7268031,28.26099351,interacts with,C134_0648_a_at (interacts with) C134_0493_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0493_at,up
0.8189728,9.19816899,interacts with,C134_0648_a_at (interacts with) C134_0494_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0494_a_at,up
0.754986,8.30936063,interacts with,C134_0648_a_at (interacts with) C134_0496_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0496_a_at,up
0.8011683,10.91221512,interacts with,C134_0648_a_at (interacts with) C134_0497_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0497_a_at,up
0.7369968,10.43799983,interacts with,C134_0648_a_at (interacts with) C134_0524_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0524_at,up
0.7714658,7.84518167,interacts with,C134_0648_a_at (interacts with) C134_0535_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0535_a_at,up
0.7500617,9.47159275,interacts with,C134_0648_a_at (interacts with) C134_0536_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0536_a_at,up
0.817678,8.03176708,interacts with,C134_0648_a_at (interacts with) C134_0537_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0537_a_at,up
0.7305192,11.86514601,interacts with,C134_0648_a_at (interacts with) C134_0543_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0543_at,up
0.7744703,9.93623885,interacts with,C134_0648_a_at (interacts with) C134_0547_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0547_at,up
0.7096543,22.33493909,interacts with,C134_0648_a_at (interacts with) C134_0548_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0548_a_at,up
0.7450594,6.77992169,interacts with,C134_0648_a_at (interacts with) C134_0549_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0549_at,up
0.7302327,8.23039437,interacts with,C134_0648_a_at (interacts with) C134_0556_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0556_at,up
0.7861977,6.66133952,interacts with,C134_0648_a_at (interacts with) C134_0557_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0557_at,up
0.7565311,6.62011329,interacts with,C134_0648_a_at (interacts with) C134_0561_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0561_at,up
0.7243643,9.55275372,interacts with,C134_0648_a_at (interacts with) C134_0582_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0582_a_at,up
0.8015573,12.52482823,interacts with,C134_0648_a_at (interacts with) C134_0607_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0607_a_at,up
0.7036646,17.11988219,interacts with,C134_0648_a_at (interacts with) C134_0609_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0609_a_at,up
0.7223073,10.50112297,interacts with,C134_0648_a_at (interacts with) C134_0638_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0638_a_at,up
0.861293,20.53292361,interacts with,C134_0648_a_at (interacts with) C134_0646_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0646_a_at,up
0.893017,6.61898264,interacts with,C134_0648_a_at (interacts with) C134_0647_a_at,FALSE,interacts with,C134_0648_a_at (interacts with) C134_0647_a_at,up
0.7204176,17.77689945,interacts with,C134_0649_a_at (interacts with) C134_0021_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0021_a_at,up
0.7759294,13.83978809,interacts with,C134_0649_a_at (interacts with) C134_0022_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0022_a_at,up
0.7224399,6.56113975,interacts with,C134_0649_a_at (interacts with) C134_0087_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0087_a_at,up
0.7188431,21.94091089,interacts with,C134_0649_a_at (interacts with) C134_0092_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0092_a_at,up
0.7036369,5.91356109,interacts with,C134_0649_a_at (interacts with) C134_0293_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0293_at,up
0.7123088,19.16817219,interacts with,C134_0649_a_at (interacts with) C134_0352_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0352_a_at,up
0.7439031,6.58043355,interacts with,C134_0649_a_at (interacts with) C134_0491_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0491_at,up
0.7013949,17.91252141,interacts with,C134_0649_a_at (interacts with) C134_0494_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0494_a_at,up
0.7276427,6.78055481,interacts with,C134_0649_a_at (interacts with) C134_0496_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0496_a_at,up
0.7597677,18.7974165,interacts with,C134_0649_a_at (interacts with) C134_0497_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0497_a_at,up
0.7367566,9.80355958,interacts with,C134_0649_a_at (interacts with) C134_0524_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0524_at,up
0.8176268,10.74977928,interacts with,C134_0649_a_at (interacts with) C134_0536_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0536_a_at,up
0.8510617,7.47879104,interacts with,C134_0649_a_at (interacts with) C134_0537_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0537_a_at,up
0.7638819,21.78303986,interacts with,C134_0649_a_at (interacts with) C134_0538_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0538_a_at,up
0.7266638,6.95372672,interacts with,C134_0649_a_at (interacts with) C134_0539_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0539_at,up
0.7695724,14.17243718,interacts with,C134_0649_a_at (interacts with) C134_0543_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0543_at,up
0.805604,10.90121896,interacts with,C134_0649_a_at (interacts with) C134_0547_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0547_at,up
0.7079584,10.20736459,interacts with,C134_0649_a_at (interacts with) C134_0557_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0557_at,up
0.7062126,8.66576415,interacts with,C134_0649_a_at (interacts with) C134_0561_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0561_at,up
0.7338635,11.7428479,interacts with,C134_0649_a_at (interacts with) C134_0571_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0571_a_at,up
0.7911308,5.67565743,interacts with,C134_0649_a_at (interacts with) C134_0582_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0582_a_at,up
0.7514648,19.57966742,interacts with,C134_0649_a_at (interacts with) C134_0607_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0607_a_at,up
0.7329845,11.81024921,interacts with,C134_0649_a_at (interacts with) C134_0638_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0638_a_at,up
0.7621904,9.86786784,interacts with,C134_0649_a_at (interacts with) C134_0646_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0646_a_at,up
0.8096204,9.31868181,interacts with,C134_0649_a_at (interacts with) C134_0647_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0647_a_at,up
0.7866067,9.15528695,interacts with,C134_0649_a_at (interacts with) C134_0648_a_at,FALSE,interacts with,C134_0649_a_at (interacts with) C134_0648_a_at,up
0.7288046,15.21522492,interacts with,C134_0652_a_at (interacts with) C134_0012_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0012_a_at,down
0.7826605,19.36993134,interacts with,C134_0652_a_at (interacts with) C134_0021_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0021_a_at,up
0.8243425,13.8481118,interacts with,C134_0652_a_at (interacts with) C134_0022_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0022_a_at,up
0.7187983,21.05180547,interacts with,C134_0652_a_at (interacts with) C134_0028_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0028_a_at,up
0.7736505,8.59465441,interacts with,C134_0652_a_at (interacts with) C134_0062_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0062_a_at,up
0.8114266,7.70788265,interacts with,C134_0652_a_at (interacts with) C134_0087_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0087_a_at,up
0.7749704,22.12057955,interacts with,C134_0652_a_at (interacts with) C134_0092_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0092_a_at,up
0.7440186,14.14677162,interacts with,C134_0652_a_at (interacts with) C134_0101_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0101_a_at,up
0.7043716,26.91514501,interacts with,C134_0652_a_at (interacts with) C134_0111_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0111_a_at,up
0.7164971,48.49624808,interacts with,C134_0652_a_at (interacts with) C134_0129_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0129_a_at,up
0.7924598,7.58726848,interacts with,C134_0652_a_at (interacts with) C134_0293_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0293_at,up
0.7570543,13.53715462,interacts with,C134_0652_a_at (interacts with) C134_0305_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0305_a_at,down
0.8152321,9.3437874,interacts with,C134_0652_a_at (interacts with) C134_0317_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0317_a_at,up
0.7828208,24.37696285,interacts with,C134_0652_a_at (interacts with) C134_0352_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0352_a_at,up
0.8337803,6.86618698,interacts with,C134_0652_a_at (interacts with) C134_0378_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0378_a_at,up
0.7414277,8.88717026,interacts with,C134_0652_a_at (interacts with) C134_0382_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0382_a_at,up
0.729795,18.2635351,interacts with,C134_0652_a_at (interacts with) C134_0390_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0390_a_at,up
0.7026234,36.65926994,interacts with,C134_0652_a_at (interacts with) C134_0420_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0420_a_at,up
0.7977023,27.17377897,interacts with,C134_0652_a_at (interacts with) C134_0424_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0424_at,up
0.7701757,11.74432171,interacts with,C134_0652_a_at (interacts with) C134_0428_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0428_a_at,up
0.772766,8.27251583,interacts with,C134_0652_a_at (interacts with) C134_0491_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0491_at,up
0.7887094,18.25359437,interacts with,C134_0652_a_at (interacts with) C134_0494_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0494_a_at,up
0.8038464,5.17589143,interacts with,C134_0652_a_at (interacts with) C134_0496_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0496_a_at,up
0.8409868,14.55201487,interacts with,C134_0652_a_at (interacts with) C134_0497_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0497_a_at,up
0.8539131,7.30982629,interacts with,C134_0652_a_at (interacts with) C134_0524_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0524_at,up
0.7893807,6.34497289,interacts with,C134_0652_a_at (interacts with) C134_0535_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0535_a_at,up
0.8265543,9.56236885,interacts with,C134_0652_a_at (interacts with) C134_0536_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0536_a_at,up
0.8694578,3.99832709,interacts with,C134_0652_a_at (interacts with) C134_0537_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0537_a_at,up
0.7733691,41.7711199,interacts with,C134_0652_a_at (interacts with) C134_0538_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0538_a_at,up
0.7062888,14.39237338,interacts with,C134_0652_a_at (interacts with) C134_0539_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0539_at,up
0.7310531,17.51048867,interacts with,C134_0652_a_at (interacts with) C134_0543_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0543_at,up
0.7914039,12.41944512,interacts with,C134_0652_a_at (interacts with) C134_0547_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0547_at,up
0.7162865,12.68815524,interacts with,C134_0652_a_at (interacts with) C134_0549_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0549_at,up
0.7241393,18.40109868,interacts with,C134_0652_a_at (interacts with) C134_0552_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0552_a_at,up
0.75529,12.68376888,interacts with,C134_0652_a_at (interacts with) C134_0556_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0556_at,up
0.7252665,11.11575687,interacts with,C134_0652_a_at (interacts with) C134_0557_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0557_at,up
0.779191,7.41809898,interacts with,C134_0652_a_at (interacts with) C134_0561_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0561_at,up
0.8587453,5.07579199,interacts with,C134_0652_a_at (interacts with) C134_0582_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0582_a_at,up
0.7583603,24.56559647,interacts with,C134_0652_a_at (interacts with) C134_0607_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0607_a_at,up
0.7969534,10.43716407,interacts with,C134_0652_a_at (interacts with) C134_0638_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0638_a_at,up
0.8317298,18.40274154,interacts with,C134_0652_a_at (interacts with) C134_0646_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0646_a_at,up
0.8299683,9.35138013,interacts with,C134_0652_a_at (interacts with) C134_0647_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0647_a_at,up
0.852492,8.14041682,interacts with,C134_0652_a_at (interacts with) C134_0648_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0648_a_at,up
0.8453425,7.3652903,interacts with,C134_0652_a_at (interacts with) C134_0649_a_at,FALSE,interacts with,C134_0652_a_at (interacts with) C134_0649_a_at,up
0.7260219,33.8723917,interacts with,C134_0653_a_at (interacts with) C134_0021_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0021_a_at,up
0.7508482,24.55972468,interacts with,C134_0653_a_at (interacts with) C134_0022_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0022_a_at,up
0.7132444,37.15745332,interacts with,C134_0653_a_at (interacts with) C134_0092_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0092_a_at,up
0.708079,24.23880571,interacts with,C134_0653_a_at (interacts with) C134_0111_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0111_a_at,up
0.7132643,15.20006981,interacts with,C134_0653_a_at (interacts with) C134_0159_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0159_a_at,up
0.702887,38.89850932,interacts with,C134_0653_a_at (interacts with) C134_0352_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0352_a_at,up
0.7382992,16.58396029,interacts with,C134_0653_a_at (interacts with) C134_0502_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0502_a_at,up
0.721728,26.0864001,interacts with,C134_0653_a_at (interacts with) C134_0536_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0536_a_at,up
0.7103595,21.57874259,interacts with,C134_0653_a_at (interacts with) C134_0537_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0537_a_at,up
0.7240722,28.64951595,interacts with,C134_0653_a_at (interacts with) C134_0538_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0538_a_at,up
0.7070001,26.77892283,interacts with,C134_0653_a_at (interacts with) C134_0543_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0543_at,up
0.8029351,20.65901013,interacts with,C134_0653_a_at (interacts with) C134_0547_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0547_at,up
0.7025511,29.34156669,interacts with,C134_0653_a_at (interacts with) C134_0607_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0607_a_at,up
0.7244992,14.73752608,interacts with,C134_0653_a_at (interacts with) C134_0646_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0646_a_at,up
0.7877856,17.9997295,interacts with,C134_0653_a_at (interacts with) C134_0647_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0647_a_at,up
0.7743078,17.19697911,interacts with,C134_0653_a_at (interacts with) C134_0648_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0648_a_at,up
0.791934,8.37195147,interacts with,C134_0653_a_at (interacts with) C134_0649_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0649_a_at,up
0.7150445,21.04580235,interacts with,C134_0653_a_at (interacts with) C134_0652_a_at,FALSE,interacts with,C134_0653_a_at (interacts with) C134_0652_a_at,up
0.7050478,181.2212927,interacts with,C134_0654_a_at (interacts with) C134_0052_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0052_a_at,up
0.7180208,8.62313488,interacts with,C134_0654_a_at (interacts with) C134_0054_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0054_a_at,up
0.7535065,9.3773926,interacts with,C134_0654_a_at (interacts with) C134_0102_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0102_at,down
0.8164993,8.61270205,interacts with,C134_0654_a_at (interacts with) C134_0119_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0119_a_at,up
0.7815032,11.72470003,interacts with,C134_0654_a_at (interacts with) C134_0247_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0247_a_at,down
0.7086355,20.05165764,interacts with,C134_0654_a_at (interacts with) C134_0265_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0265_a_at,up
0.788588,10.69952149,interacts with,C134_0654_a_at (interacts with) C134_0302_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0302_a_at,down
0.7395105,9.98067349,interacts with,C134_0654_a_at (interacts with) C134_0347_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0347_a_at,down
0.7294914,24.51378025,interacts with,C134_0654_a_at (interacts with) C134_0393_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0393_at,up
0.7255091,8.63822785,interacts with,C134_0654_a_at (interacts with) C134_0406_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0406_a_at,down
0.7444907,8.32727347,interacts with,C134_0654_a_at (interacts with) C134_0454_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0454_a_at,up
0.7316933,13.0742325,interacts with,C134_0654_a_at (interacts with) C134_0523_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0523_a_at,up
0.8086352,12.34181295,interacts with,C134_0654_a_at (interacts with) C134_0598_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0598_a_at,up
0.7180317,14.06948857,interacts with,C134_0654_a_at (interacts with) C134_0623_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0623_a_at,down
0.8759335,8.28378668,interacts with,C134_0654_a_at (interacts with) C134_0645_a_at,FALSE,interacts with,C134_0654_a_at (interacts with) C134_0645_a_at,up
0.8187429,5.17775825,interacts with,C134_0655_at (interacts with) C134_0051_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0051_a_at,up
0.8458802,8.52797989,interacts with,C134_0655_at (interacts with) C134_0054_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0054_a_at,up
0.7345993,22.49780269,interacts with,C134_0655_at (interacts with) C134_0056_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0056_at,up
0.7988761,12.08448473,interacts with,C134_0655_at (interacts with) C134_0119_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0119_a_at,up
0.7949343,13.23462846,interacts with,C134_0655_at (interacts with) C134_0265_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0265_a_at,up
0.7730557,19.83482996,interacts with,C134_0655_at (interacts with) C134_0302_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0302_a_at,down
0.7117508,15.90123873,interacts with,C134_0655_at (interacts with) C134_0347_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0347_a_at,down
0.7003689,11.06283368,interacts with,C134_0655_at (interacts with) C134_0379_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0379_a_at,up
0.7507983,10.21705651,interacts with,C134_0655_at (interacts with) C134_0406_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0406_a_at,down
0.7115498,18.82751466,interacts with,C134_0655_at (interacts with) C134_0442_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0442_a_at,up
0.7150108,51.08983638,interacts with,C134_0655_at (interacts with) C134_0507_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0507_a_at,up
0.8505926,13.34406998,interacts with,C134_0655_at (interacts with) C134_0598_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0598_a_at,up
0.7122788,20.06988217,interacts with,C134_0655_at (interacts with) C134_0622_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0622_a_at,up
0.7603956,17.97683198,interacts with,C134_0655_at (interacts with) C134_0625_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0625_a_at,up
0.7404499,24.64508399,interacts with,C134_0655_at (interacts with) C134_0637_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0637_a_at,up
0.8386989,11.39757221,interacts with,C134_0655_at (interacts with) C134_0645_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0645_a_at,up
0.8237675,12.47203022,interacts with,C134_0655_at (interacts with) C134_0654_a_at,FALSE,interacts with,C134_0655_at (interacts with) C134_0654_a_at,up
0.9090196,2,interacts with,C134_0657_at (interacts with) C134_0656_at,FALSE,interacts with,C134_0657_at (interacts with) C134_0656_at,up
0.7567431,17.3803118,interacts with,C134_0658_at (interacts with) C134_0062_a_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0062_a_at,up
0.7838828,10.62837211,interacts with,C134_0658_at (interacts with) C134_0293_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0293_at,up
0.7746122,20.9112536,interacts with,C134_0658_at (interacts with) C134_0496_a_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0496_a_at,up
0.7709568,40.50104745,interacts with,C134_0658_at (interacts with) C134_0524_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0524_at,up
0.7061864,51.52986014,interacts with,C134_0658_at (interacts with) C134_0536_a_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0536_a_at,up
0.7410475,18.37906584,interacts with,C134_0658_at (interacts with) C134_0582_a_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0582_a_at,up
0.7657315,12.61641142,interacts with,C134_0658_at (interacts with) C134_0646_a_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0646_a_at,up
0.7655969,42.0369466,interacts with,C134_0658_at (interacts with) C134_0647_a_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0647_a_at,up
0.7457741,11.20418839,interacts with,C134_0658_at (interacts with) C134_0649_a_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0649_a_at,up
0.7531,24.81023322,interacts with,C134_0658_at (interacts with) C134_0652_a_at,FALSE,interacts with,C134_0658_at (interacts with) C134_0652_a_at,up
0.7499349,125.8817719,interacts with,C134_0659_at (interacts with) C134_0646_a_at,FALSE,interacts with,C134_0659_at (interacts with) C134_0646_a_at,up
0.709559,118.4766559,interacts with,C134_0659_at (interacts with) C134_0653_a_at,FALSE,interacts with,C134_0659_at (interacts with) C134_0653_a_at,up
0.7827622,43.22099246,interacts with,C134_0659_at (interacts with) C134_0658_at,FALSE,interacts with,C134_0659_at (interacts with) C134_0658_at,up
0.7417977,3,interacts with,C134_0660_at (interacts with) C134_0575_at,FALSE,interacts with,C134_0660_at (interacts with) C134_0575_at,up
0.7456679,8.23699363,interacts with,C134_0661_a_at (interacts with) C134_0062_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0062_a_at,up
0.7342532,13.62334921,interacts with,C134_0661_a_at (interacts with) C134_0129_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0129_a_at,up
0.8367304,5.42616574,interacts with,C134_0661_a_at (interacts with) C134_0293_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0293_at,up
0.7420921,5.17877345,interacts with,C134_0661_a_at (interacts with) C134_0390_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0390_a_at,up
0.7666864,9.26649575,interacts with,C134_0661_a_at (interacts with) C134_0424_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0424_at,up
0.7291914,9.55771465,interacts with,C134_0661_a_at (interacts with) C134_0491_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0491_at,up
0.7711292,11.10262697,interacts with,C134_0661_a_at (interacts with) C134_0496_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0496_a_at,up
0.7322298,42.65116481,interacts with,C134_0661_a_at (interacts with) C134_0497_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0497_a_at,up
0.7567434,19.0453531,interacts with,C134_0661_a_at (interacts with) C134_0524_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0524_at,up
0.7835244,19.60434929,interacts with,C134_0661_a_at (interacts with) C134_0536_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0536_a_at,up
0.7448124,13.31230542,interacts with,C134_0661_a_at (interacts with) C134_0537_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0537_a_at,up
0.7163122,13.17890051,interacts with,C134_0661_a_at (interacts with) C134_0538_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0538_a_at,up
0.7343318,9.15671958,interacts with,C134_0661_a_at (interacts with) C134_0539_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0539_at,up
0.7056044,30.26290418,interacts with,C134_0661_a_at (interacts with) C134_0543_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0543_at,up
0.7464309,24.96038753,interacts with,C134_0661_a_at (interacts with) C134_0547_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0547_at,up
0.7217234,19.4497147,interacts with,C134_0661_a_at (interacts with) C134_0561_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0561_at,up
0.797509,8.59620722,interacts with,C134_0661_a_at (interacts with) C134_0582_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0582_a_at,up
0.7349349,21.63349552,interacts with,C134_0661_a_at (interacts with) C134_0638_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0638_a_at,up
0.7282742,14.78161029,interacts with,C134_0661_a_at (interacts with) C134_0646_a_at,FALSE,interacts with,C134_0661_a_at (interacts with) C134_0646_a_at,up
