"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","cluster","ClusteringCoefficient","Degree","degree.layout","EC","Eccentricity","gene_id","gene_product_name","IsSingleNode","locus_tag","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.0295858","0.00133261","0.49271137","2","0.72727273","23","23","","3","637671273","Chromosomal replication initiator protein","false","SAR11_0410","C134_0410_a_at","59.65217391","23","0","0","0.74260355","false","0","C134_0410_a_at","1126","0.42306506"
"2.51898734","8.96E-6","0.39698492","1","0.83333333","4","4","EC:4.1.1.20","4","637671276","Diaminopimelate decarboxylase","false","SAR11_0413","C134_0413_a_at","40.5","4","0","0","0.62025316","false","0","C134_0413_a_at","2","0.53289474"
"1.0","0.0","1.0","59","0.0","1","1","","1","637671282","5-methylcytosine-specific restriction enzyme A","false","SAR11_0418","C134_0418_at","1.0","1","0","0","1.0","false","0","C134_0418_at","0","0.0"
"1.0","0.0","1.0","59","0.0","1","1","","1","637671161","possible transmembrane protein","false","SAR11_0299","C134_0299_at","1.0","1","0","0","1.0","false","0","C134_0299_at","0","0.0"
"1.85271318","0.00463326","0.53974895","0","0.68660969","27","27","EC:1.14.13.-","3","637671283","Coq7 family protein","false","SAR11_0419","C134_0419_a_at","45.44444444","27","0","0","0.78682171","false","0","C134_0419_a_at","1456","0.37557392"
"1.63924051","0.03779637","0.61003861","1","0.51537698","64","64","","3","637671284","Disulfide bond formation protein","false","SAR11_0420","C134_0420_a_at","51.9375","64","0","0","0.84018987","false","0","C134_0420_a_at","11238","0.34836409"
"1.69117647","0.06968448","0.59130435","4","0.49846154","26","26","","3","637671285","DedA family protein","false","SAR11_0421","C134_0421_at","21.46153846","26","0","0","0.82720588","false","0","C134_0421_at","2522","0.34065934"
"2.63235294","0.0","0.37988827","4","1.0","3","3","EC:2.2.1.6","4","637670865","acetolactate synthase small subunit","false","SAR11_0002","C134_0002_a_at","13.0","3","0","0","0.59191176","false","0","C134_0002_a_at","0","0.48148148"
"2.01470588","0.00591688","0.49635036","6","0.61818182","11","11","EC:1.1.1.219","3","637670942","possible NAD dependent epimerase/dehydratase protein","false","SAR11_0078","C134_0078_at","20.54545455","11","0","0","0.74632353","false","0","C134_0078_at","302","0.36688312"
"1.60714286","0.01348996","0.62222222","6","0.71428571","14","14","EC:6.2.1.3","3","637671287","Putative long-chain-fatty-acid--CoA ligase (Long-chain acyl-CoA synthetase)","false","SAR11_0422","C134_0422_a_at","14.14285714","14","0","0","0.84821429","false","0","C134_0422_a_at","64","0.56571429"
"1.88757396","0.00210591","0.52978056","3","0.6401138","38","38","","3","637671288","hypothetical protein","false","SAR11_0423","C134_0423_a_at","52.13157895","38","0","0","0.77810651","false","0","C134_0423_a_at","1588","0.34754386"
"2.17088608","4.8834E-4","0.4606414","1","0.6969697","12","12","","3","637671289","ferredoxin","false","SAR11_0424","C134_0424_at","52.25","12","0","0","0.70727848","false","0","C134_0424_at","240","0.43907563"
"1.74418605","0.00617613","0.57333333","0","0.55476529","38","38","","3","637671291","ATP-dependent helicase","false","SAR11_0426","C134_0426_a_at","41.71052632","38","0","0","0.81395349","false","0","C134_0426_a_at","1630","0.33637521"
"1.73417722","0.00544035","0.57664234","1","0.68794326","48","48","EC:2.3.1.9","3","637671294","Acetyl-CoA acetyltransferase","false","SAR11_0428","C134_0428_a_at","60.89583333","48","0","0","0.8164557","false","0","C134_0428_a_at","2298","0.40063048"
"1.93670886","5.973E-4","0.51633987","1","0.78656126","23","23","EC:1.2.4.1","3","637671295","pyruvate dehydrogenase (lipoamide) e1 component","false","SAR11_0429","C134_0429_a_at","63.08695652","23","0","0","0.76582278","false","0","C134_0429_a_at","496","0.43508246"
"1.0","0.0","1.0","1","0.0","1","1","EC:3.6.1.27","1","637671298","bacitracin resistance protein (putative undecaprenol kinase)","false","SAR11_0432","C134_0432_a_at","1.0","1","0","0","1.0","false","0","C134_0432_a_at","0","0.0"
"1.0","0.0","1.0","1","0.0","1","1","EC:2.5.1.61","1","637671173","hydroxymethylbilane synthase","false","SAR11_0310","C134_0310_a_at","1.0","1","0","0","1.0","false","0","C134_0310_a_at","0","0.0"
"2.0","0.0","0.5","63","0.0","1","1","EC:1.4.1.14","3","637671300","glutamate synthase large subunit","false","SAR11_0434","C134_0434_a_at","3.0","1","0","0","0.66666667","false","0","C134_0434_a_at","0","0.0"
"1.25","0.83333333","0.8","63","0.0","3","3","EC:1.4.1.13","2","637671299","glutamate synthase (NADPH) beta chain","false","SAR11_0433","C134_0433_a_at","1.33333333","3","0","0","0.91666667","false","0","C134_0433_a_at","10","0.33333333"
"2.00632911","3.741E-4","0.49842271","0","0.74264706","17","17","","3","637671302","alpha/beta hydrolase fold protein","false","SAR11_0436","C134_0436_a_at","60.29411765","17","0","0","0.74841772","false","0","C134_0436_a_at","208","0.43067227"
"1.82248521","0.00433836","0.5487013","2","0.62898551","46","46","","3","637671306","50S ribosomal protein L35","false","SAR11_0440","C134_0440_at","53.39130435","46","0","0","0.7943787","false","0","C134_0440_at","3390","0.34896277"
"1.93491124","0.00142789","0.51681957","2","0.7364532","29","29","","3","637671307","50S ribosomal protein L20","false","SAR11_0441","C134_0441_a_at","57.24137931","29","0","0","0.76627219","false","0","C134_0441_a_at","1076","0.37908198"
"2.04733728","7.554E-5","0.48843931","2","0.90643275","19","19","EC:6.1.1.20","3","637671308","phenylalanyl-tRNA synthetase alpha subunit","false","SAR11_0442","C134_0442_a_at","64.15789474","19","0","0","0.73816568","false","0","C134_0442_a_at","90","0.45181616"
"1.0","0.0","1.0","54","1.0","2","2","EC:6.1.1.20","1","637671309","phenylalanine-tRNA ligase","false","SAR11_0443","C134_0443_a_at","2.0","2","0","0","1.0","false","0","C134_0443_a_at","0","1.0"
"1.0","0.0","1.0","54","1.0","2","2","EC:6.1.1.5","1","637671021","isoleucyl-tRNA synthetase","false","SAR11_0158","C134_0158_a_at","2.0","2","0","0","1.0","false","0","C134_0158_a_at","0","1.0"
"1.60465116","0.03185067","0.62318841","0","0.41481481","55","55","","3","637671312","possible Methyltransferase FkbM","false","SAR11_0445","C134_0445_at","35.90909091","55","0","0","0.84883721","false","0","C134_0445_at","6706","0.28727273"
"1.83544304","0.00252778","0.54482759","1","0.63015647","38","38","EC:2.7.13.3","3","637671314","Sensor histidine kinase (two component sensor)","false","SAR11_0447","C134_0447_a_at","53.05263158","38","0","0","0.79113924","false","0","C134_0447_a_at","1162","0.36337419"
"1.92307692","7.1886E-4","0.52","2","0.81008403","35","35","","3","637671321","hypothetical protein","false","SAR11_0454","C134_0454_a_at","62.08571429","35","0","0","0.76923077","false","0","C134_0454_a_at","726","0.4223518"
"2.23076923","0.0","0.44827586","5","1.0","2","2","EC:3.5.1.88","4","637671323","peptide deformylase","false","SAR11_0456","C134_0456_a_at","7.0","2","0","0","0.69230769","false","0","C134_0456_a_at","0","0.77777778"
"1.5503876","0.02098323","0.645","0","0.45704267","59","59","EC:2.1.2.9","3","637671324","Methionyl-tRNA formyltransferase","false","SAR11_0457","C134_0457_a_at","38.69491525","59","0","0","0.8624031","false","0","C134_0457_a_at","5126","0.30230403"
"1.5","0.0","0.66666667","0","0.0","1","1","EC:5.4.99.12","2","637671325","tRNA pseudouridine synthase A","false","SAR11_0458","C134_0458_a_at","2.0","1","0","0","0.75","false","0","C134_0458_a_at","0","0.0"
"1.0","1.0","1.0","26","0.0","4","4","","1","637671326","Nuclear protein SET","false","SAR11_0459","C134_0459_a_at","1.0","4","0","0","1.0","false","0","C134_0459_a_at","12","0.0"
"1.75","0.0","0.57142857","26","0.0","1","1","","2","637671046","probable phosphoribosyltransferase","false","SAR11_0184","C134_0184_a_at","4.0","1","0","0","0.625","false","0","C134_0184_a_at","0","0.0"
"1.75","0.0","0.57142857","26","0.0","1","1","3-bisphosphoglycerate-dependent phosphoglycerate mutase","2","637671056","2","false","SAR11_0193","C134_0193_a_at","4.0","1","0","0","0.625","false","0","C134_0193_a_at","0","0.0"
"1.91176471","0.00439276","0.52307692","4","0.73529412","17","17","","3","637671327","histone deacetylase family protein","false","SAR11_0460","C134_0460_a_at","26.94117647","17","0","0","0.77205882","false","0","C134_0460_a_at","238","0.47265222"
"2.23529412","4.6884E-4","0.44736842","4","0.71428571","7","7","EC:4.2.3.1","3","637670993","Threonine synthase","false","SAR11_0128","C134_0128_a_at","24.85714286","7","0","0","0.69117647","false","0","C134_0128_a_at","22","0.55238095"
"1.82278481","0.0076286","0.54861111","1","0.49944629","43","43","EC:3.5.1.18","3","637671329","succinyl-diaminopimelate desuccinylase","false","SAR11_0462","C134_0462_a_at","48.20930233","43","0","0","0.7943038","false","0","C134_0462_a_at","3002","0.33712799"
"2.89349112","0.0","0.34560327","3","0.0","1","1","","4","637671333","putative inner membrane protein translocase component YidC","false","SAR11_0466","C134_0466_a_at","43.0","1","0","0","0.52662722","false","0","C134_0466_a_at","0","0.0"
"1.93670886","6.4053E-4","0.51633987","1","0.7826087","23","23","EC:3.1.26.5","3","637671335","Bacterial ribonuclease P protein","false","SAR11_0468","C134_0468_a_at","68.7826087","23","0","0","0.76582278","false","0","C134_0468_a_at","460","0.47436282"
"1.75","0.02365582","0.57142857","4","0.63043478","24","24","","3","637671336","DedA family protein","false","SAR11_0469","C134_0469_a_at","24.33333333","24","0","0","0.8125","false","0","C134_0469_a_at","978","0.3989071"
"1.67741935","0.02423234","0.59615385","5","0.64102564","13","13","","3","637671338","hypothetical protein","false","SAR11_0470","C134_0470_a_at","12.15384615","13","0","0","0.83064516","false","0","C134_0470_a_at","104","0.43406593"
"1.53846154","0.0474359","0.65","20","0.66666667","7","7","","3","637671339","hypothetical protein","false","SAR11_0471","C134_0471_at","6.85714286","7","0","0","0.86538462","false","0","C134_0471_at","24","0.57142857"
"1.67741935","0.01878834","0.59615385","5","0.65384615","13","13","EC:3.5.4.13","3","637671340","Deoxycytidine triphosphate deaminase","false","SAR11_0472","C134_0472_a_at","12.15384615","13","0","0","0.83064516","false","0","C134_0472_a_at","96","0.43406593"
"2.32911392","5.6847E-4","0.42934783","60","0.66666667","7","7","EC:2.5.1.7","4","637671341","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","false","SAR11_0473","C134_0473_a_at","44.0","7","0","0","0.66772152","false","0","C134_0473_a_at","154","0.44"
"2.60759494","0.0","0.38349515","60","1.0","2","2","EC:3.6.1.31","4","637671193","phosphoribosyl-ATP diphosphatase with Escherichia coli pyrophosphohydrolase MazG domain","false","SAR11_0328","C134_0328_at","36.0","2","0","0","0.59810127","false","0","C134_0328_at","0","0.54545455"
"1.78481013","0.00200093","0.56028369","1","0.7021041","43","43","","3","637671342","hypothetical protein","false","SAR11_0474","C134_0474_a_at","61.81395349","43","0","0","0.80379747","false","0","C134_0474_a_at","1028","0.41485875"
"1.72781065","0.00644891","0.57876712","2","0.54880187","59","59","","3","637671344","translation initiation factor if-1","false","SAR11_0476","C134_0476_a_at","52.6440678","59","0","0","0.81804734","false","0","C134_0476_a_at","4198","0.33746197"
"1.76923077","0.01039886","0.56521739","11","0.8","5","5","","3","637671354","thioredoxin 1","false","SAR11_0484","C134_0484_a_at","6.8","5","0","0","0.74358974","false","0","C134_0484_a_at","8","0.61818182"
"1.64516129","0.09399044","0.60784314","5","0.47252747","14","14","EC:6.4.1.2","3","637671356","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","false","SAR11_0486","C134_0486_a_at","10.57142857","14","0","0","0.83870968","false","0","C134_0486_a_at","290","0.38888889"
"1.0","1.0","1.0","0","0.0","3","3","EC:4.2.1.20","1","637671357","Tryptophan synthase alpha chain","false","SAR11_0487","C134_0487_a_at","1.0","3","0","0","1.0","false","0","C134_0487_a_at","6","0.0"
"1.66666667","0.0","0.6","0","0.0","1","1","EC:2.7.7.18","2","637671087","probable nicotinate-nucleotide adenylyltransferase","false","SAR11_0225","C134_0225_a_at","3.0","1","0","0","0.66666667","false","0","C134_0225_a_at","0","0.0"
"1.66666667","0.0","0.6","0","0.0","1","1","","2","637671305","translation initiation factor IF-3","false","SAR11_0439","C134_0439_a_at","3.0","1","0","0","0.66666667","false","0","C134_0439_a_at","0","0.0"
"1.96899225","0.00117996","0.50787402","0","0.65789474","20","20","EC:5.3.1.24","3","637671359","N-(5'-phosphoribosyl)anthranilate isomerase","false","SAR11_0489","C134_0489_at","42.5","20","0","0","0.75775194","false","0","C134_0489_at","316","0.37610619"
"2.05426357","2.3163E-4","0.48679245","0","0.86813187","14","14","EC:4.1.1.23","3","637671360","Orotidine 5'-phosphate decarboxylase","false","SAR11_0490","C134_0490_a_at","43.35714286","14","0","0","0.73643411","false","0","C134_0490_a_at","72","0.40145503"
"1.75949367","0.0046834","0.56834532","1","0.6586494","47","47","","3","637671361","Integration host factor beta-subunit (IHF-beta)","false","SAR11_0491","C134_0491_at","58.40425532","47","0","0","0.81012658","false","0","C134_0491_at","2484","0.39197487"
"1.69565217","0.00817663","0.58974359","3","0.75555556","10","10","","3","637671362","30S ribosomal protein S1","false","SAR11_0492","C134_0492_a_at","13.4","10","0","0","0.76811594","false","0","C134_0492_a_at","22","0.67"
"2.12658228","1.843E-5","0.4702381","1","0.93589744","13","13","EC:2.7.4.14","4","637671363","Cytidylate kinase","false","SAR11_0493","C134_0493_at","69.15384615","13","0","0","0.71835443","false","0","C134_0493_at","12","0.54451847"
"1.42405063","0.02867685","0.70222222","1","0.44156148","93","93","EC:2.5.1.19","3","637671364","3-phosphoshikimate 1-carboxyvinyltransferase","false","SAR11_0494","C134_0494_a_at","48.5483871","93","0","0","0.89398734","false","0","C134_0494_a_at","12718","0.31120761"
"1.64556962","0.00694915","0.60769231","1","0.60218579","61","61","","3","637671366","hypothetical protein","false","SAR11_0496","C134_0496_a_at","54.60655738","61","0","0","0.83860759","false","0","C134_0496_a_at","4526","0.3569056"
"1.34177215","0.04615023","0.74528302","1","0.39992532","104","104","EC:5.3.1.13","2","637671367","dihydropteroate synthase-like protein","false","SAR11_0497","C134_0497_a_at","46.43269231","104","0","0","0.91455696","false","0","C134_0497_a_at","15566","0.2938778"
"1.75","0.0","0.57142857","26","0.0","1","1","EC:1.6.99.3","2","637671369","probable NADH-ubiquinone oxireductase","false","SAR11_0499","C134_0499_a_at","4.0","1","0","0","0.625","false","0","C134_0499_a_at","0","0.0"
"1.77514793","0.01332448","0.56333333","3","0.53991292","53","53","","3","637671370","hypothetical protein","false","SAR11_0500","C134_0500_a_at","47.77358491","53","0","0","0.80621302","false","0","C134_0500_a_at","6684","0.31021808"
"2.15189873","2.095E-5","0.46470588","1","0.93333333","10","10","EC:2.6.1.11","4","637671372","Acetylornithine aminotransferase","false","SAR11_0502","C134_0502_a_at","67.2","10","0","0","0.71202532","false","0","C134_0502_a_at","12","0.53333333"
"2.12403101","3.6446E-4","0.47080292","0","0.65454545","11","11","","3","637671373","Ornithine carbamoyltransferase","false","SAR11_0503","C134_0503_a_at","37.81818182","11","0","0","0.71899225","false","0","C134_0503_a_at","98","0.37076649"
"2.06508876","5.0951E-4","0.48424069","3","0.71861472","22","22","","3","637671374","cytochrome C","false","SAR11_0504","C134_0504_a_at","52.90909091","22","0","0","0.73372781","false","0","C134_0504_a_at","442","0.38903743"
"1.53846154","0.04020147","0.65","5","0.66666667","7","7","EC:6.4.1.2","3","637671381","acetyl-CoA carboxylase","false","SAR11_0511","C134_0511_a_at","6.85714286","7","0","0","0.86538462","false","0","C134_0511_a_at","24","0.57142857"
"2.0","0.0","0.5","39","1.0","2","2","","3","637671382","preprotein translocase secA","false","SAR11_0512","C134_0512_a_at","8.5","2","0","0","0.66666667","false","0","C134_0512_a_at","0","0.77272727"
"1.64341085","0.00929358","0.60849057","0","0.54931973","49","49","EC:2.3.1.1","3","637671383","ArgJ family","false","SAR11_0513","C134_0513_a_at","42.12244898","49","0","0","0.83914729","false","0","C134_0513_a_at","2948","0.33430515"
"1.9556962","3.5501E-4","0.51132686","1","0.82","25","25","EC:2.1.1.64","3","637671385","probable 3-demethylubiquinone-9 3-O-methyltransferase","false","SAR11_0515","C134_0515_a_at","62.96","25","0","0","0.76107595","false","0","C134_0515_a_at","214","0.44971429"
"2.17829457","2.2686E-4","0.45907473","0","0.69444444","9","9","EC:2.7.2.4","4","637671386","Aspartate kinase","false","SAR11_0516","C134_0516_a_at","37.66666667","9","0","0","0.70542636","false","0","C134_0516_a_at","40","0.38435374"
"1.83870968","0.02314745","0.54385965","5","0.60714286","8","8","","3","637671390","hypothetical protein","false","SAR11_0520","C134_0520_a_at","12.75","8","0","0","0.79032258","false","0","C134_0520_a_at","134","0.45535714"
"2.10650888","1.8373E-4","0.4747191","2","0.84313725","18","18","EC:5.3.1.9","3","637671396","glucose-6-phosphate isomerase-like protein","false","SAR11_0523","C134_0523_a_at","57.72222222","18","0","0","0.72337278","false","0","C134_0523_a_at","134","0.43400167"
"1.48101266","0.02532666","0.67521368","1","0.50075279","82","82","","2","637671397","hypothetical protein","false","SAR11_0524","C134_0524_at","51.45121951","82","0","0","0.87974684","false","0","C134_0524_at","11320","0.32564063"
"1.8164557","0.00354818","0.55052265","1","0.61324042","42","42","","3","637671398","NAD dependent epimerase/dehydratase family","false","SAR11_0525","C134_0525_at","53.4047619","42","0","0","0.79588608","false","0","C134_0525_at","2114","0.3683087"
"2.35443038","0.0","0.42473118","1","1.0","4","4","EC:1.1.1.133","4","637671399","NAD dependent epimerase/dehydratase family","false","SAR11_0526","C134_0526_at","59.5","4","0","0","0.66139241","false","0","C134_0526_at","0","0.58910891"
"2.0","0.0","0.5","8","1.0","4","4","EC:2.1.1.77","3","637671401","Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) family","false","SAR11_0528","C134_0528_at","19.75","4","0","0","0.75","false","0","C134_0528_at","0","0.82291667"
"1.96124031","0.00200869","0.50988142","0","0.55731225","23","23","EC:1.1.1.100","3","637671404","FabG-like protein","false","SAR11_0531","C134_0531_a_at","40.43478261","23","0","0","0.75968992","false","0","C134_0531_a_at","570","0.36427732"
"1.91772152","3.4864E-4","0.52145215","1","0.80072464","24","24","","3","637671405","FAD oxidase family","false","SAR11_0532","C134_0532_at","66.25","24","0","0","0.77056962","false","0","C134_0532_at","284","0.45068027"
"2.0","3.6022E-4","0.5","1","0.75438596","19","19","","3","637671406","methyltransferase","false","SAR11_0533","C134_0533_at","62.57894737","19","0","0","0.75","false","0","C134_0533_at","186","0.45020825"
"1.97674419","3.3048E-4","0.50588235","0","0.78095238","15","15","","3","637671407","aminotransferase","false","SAR11_0534","C134_0534_at","50.4","15","0","0","0.75581395","false","0","C134_0534_at","142","0.43076923"
"1.61392405","0.00729248","0.61960784","1","0.6047107","63","63","","3","637671408","deoxynucleotidase","false","SAR11_0535","C134_0535_a_at","55.79365079","63","0","0","0.84651899","false","0","C134_0535_a_at","4346","0.35765161"
"1.48734177","0.0224861","0.67234043","1","0.49110729","84","84","EC:2.2.1.1","3","637671409","transketolase family","false","SAR11_0536","C134_0536_a_at","51.0952381","84","0","0","0.87816456","false","0","C134_0536_a_at","10000","0.3296467"
"1.62025316","0.01161886","0.6171875","1","0.5843254","64","64","EC:2.2.1.1","3","637671410","transketolase","false","SAR11_0537","C134_0537_a_at","54.703125","64","0","0","0.84493671","false","0","C134_0537_a_at","6588","0.3552151"
"2.3164557","9.033E-5","0.43169399","1","0.75","9","9","","3","637671411","UDP-glucose 4 epimerase","false","SAR11_0538","C134_0538_a_at","46.77777778","9","0","0","0.67088608","false","0","C134_0538_a_at","42","0.47250281"
"1.89873418","0.0014329","0.52666667","1","0.74193548","31","31","","3","637671412","cytidylyltransferase/carbohydrate (or pyrimidine) kinase","false","SAR11_0539","C134_0539_at","61.90322581","31","0","0","0.77531646","false","0","C134_0539_at","802","0.43288969"
"1.64516129","0.03952381","0.60784314","5","0.53846154","14","14","","3","637671413","spsA-like glycosyl transferase","false","SAR11_0540","C134_0540_at","11.35714286","14","0","0","0.83870968","false","0","C134_0540_at","152","0.40561224"
"2.06451613","0.0","0.484375","5","1.0","4","4","EC:3.1.13.5","3","637671368","ribonuclease D","false","SAR11_0498","C134_0498_a_at","13.0","4","0","0","0.73387097","false","0","C134_0498_a_at","0","0.52"
"1.87096774","0.03083492","0.53448276","5","0.55555556","9","9","6-dehydratase","3","637671414","dTDPglucose 4","false","SAR11_0541","C134_0541_at","11.33333333","9","0","0","0.78225806","false","0","C134_0541_at","152","0.43589744"
"2.0","0.00100783","0.5","1","0.64285714","21","21","","3","637671415","unknown membrane protein","false","SAR11_0542","C134_0542_a_at","55.19047619","21","0","0","0.75","false","0","C134_0542_a_at","624","0.40285019"
"1.5","0.02139774","0.66666667","1","0.4947305","82","82","","3","637671416","unknown membrane protein","false","SAR11_0543","C134_0543_at","51.56097561","82","0","0","0.875","false","0","C134_0543_at","8924","0.33265146"
"2.28682171","1.3733E-4","0.43728814","0","0.7","5","5","7 bisphophate phosphatase","4","637671419","D-glycero-D-manno-heptose 1","false","SAR11_0546","C134_0546_at","37.6","5","0","0","0.67829457","false","0","C134_0546_at","62","0.42727273"
"1.50632911","0.01937667","0.66386555","1","0.51613924","80","80","EC:1.4.3.3","3","637671420","D amino acid oxidase (DAO) family","false","SAR11_0547","C134_0547_at","52.725","80","0","0","0.87341772","false","0","C134_0547_at","8246","0.33798077"
"2.07594937","2.7735E-4","0.48170732","1","0.72380952","15","15","","3","637671421","unknown membrane protein","false","SAR11_0548","C134_0548_a_at","58.06666667","15","0","0","0.73101266","false","0","C134_0548_a_at","172","0.443257"
"1.71518987","0.00596937","0.58302583","1","0.58383838","55","55","","3","637671422","unknown membrane protein","false","SAR11_0549","C134_0549_at","55.72727273","55","0","0","0.82120253","false","0","C134_0549_at","3366","0.37653563"
"2.09493671","4.209E-5","0.47734139","1","0.95424837","18","18","","3","637671425","spsA-like protein","false","SAR11_0552","C134_0552_a_at","60.05555556","18","0","0","0.72626582","false","0","C134_0552_a_at","28","0.48044444"
"1.88607595","1.9988E-4","0.53020134","1","0.88669951","29","29","","3","637671429","glycosyl transferase","false","SAR11_0556","C134_0556_at","71.62068966","29","0","0","0.77848101","false","0","C134_0556_at","172","0.48721558"
"1.70253165","0.00986158","0.58736059","1","0.61844864","54","54","","3","637671430","glycosyl transferase family","false","SAR11_0557","C134_0557_at","57.66666667","54","0","0","0.82436709","false","0","C134_0557_at","4732","0.38189845"
"2.41139241","0.0","0.41469816","1","1.0","3","3","","3","637670907","Putative secretory autotransporter","false","SAR11_0042","C134_0042_a_at","60.66666667","3","0","0","0.6471519","false","0","C134_0042_a_at","0","0.67407407"
"1.2","0.4","0.83333333","33","0.5","4","4","","2","637671433","PCMT - protein-L-isoaspartate(D-aspartate) O-methyltransferase","false","SAR11_0560","C134_0560_at","2.75","4","0","0","0.93333333","false","0","C134_0560_at","8","0.625"
"1.4","0.0","0.71428571","33","1.0","3","3","","2","637670880","putative competence lipoprotein ComL","false","SAR11_0017","C134_0017_a_at","3.66666667","3","0","0","0.86666667","false","0","C134_0017_a_at","0","0.73333333"
"1.5443038","0.01122567","0.64754098","1","0.5557201","74","74","","3","637671434","oxidoreductase family","false","SAR11_0561","C134_0561_at","54.72972973","74","0","0","0.86392405","false","0","C134_0561_at","6256","0.3508316"
"2.20710059","1.4187E-4","0.45308311","2","0.72222222","9","9","","3","637671437","putative reductase","false","SAR11_0564","C134_0564_at","54.88888889","9","0","0","0.69822485","false","0","C134_0564_at","128","0.43911111"
"2.01470588","0.00228798","0.49635036","4","0.80769231","13","13","","3","637671439","O-Antigen Polymerase","false","SAR11_0566","C134_0566_at","27.92307692","13","0","0","0.74632353","false","0","C134_0566_at","124","0.51709402"
"1.95588235","0.00607121","0.5112782","4","0.67836257","19","19","EC:2.7.8.33","3","637671440","hypothetical protein","false","SAR11_0567","C134_0567_at","23.89473684","19","0","0","0.76102941","false","0","C134_0567_at","332","0.45951417"
"1.0","1.0","1.0","0","0.0","2","2","","1","637671441","D-amino acid oxidoreductase family","false","SAR11_0568","C134_0568_a_at","1.0","2","0","0","1.0","false","0","C134_0568_a_at","2","0.0"
"1.5","0.0","0.66666667","0","0.0","1","1","EC:4.3.2.1","2","637671278","Argininosuccinate lyase","false","SAR11_0415","C134_0415_a_at","2.0","1","0","0","0.75","false","0","C134_0415_a_at","0","0.0"
"1.5","0.0","0.66666667","0","0.0","1","1","2-N-acetylglucosaminetransferase","2","637671432","1","false","SAR11_0559","C134_0559_a_at","2.0","1","0","0","0.75","false","0","C134_0559_a_at","0","0.0"
"2.07692308","2.7262E-4","0.48148148","3","0.83794466","23","23","EC:5.1.3.2","3","637671442","UDPglucose 4-epimerase","false","SAR11_0569","C134_0569_at","50.52173913","23","0","0","0.73076923","false","0","C134_0569_at","214","0.3798627"
"1.7721519","0.00642367","0.56428571","1","0.64251208","46","46","EC:1.1.1.271","3","637671444","GDP-fucose synthetase chain A","false","SAR11_0571","C134_0571_a_at","58.60869565","46","0","0","0.80696203","false","0","C134_0571_a_at","3542","0.3960047"
"1.0","0.0","1.0","53","0.0","1","1","EC:5.1.3.2","1","637671445","ADP-L-glycero-D-mannoheptose-6-epimerase","false","SAR11_0572","C134_0572_at","1.0","1","0","0","1.0","false","0","C134_0572_at","0","0.0"
"1.0","0.0","1.0","53","0.0","1","1","EC:6.3.5.5","1","637670906","Carbamoyl-phosphate synthase large chain","false","SAR11_0041","C134_0041_a_at","1.0","1","0","0","1.0","false","0","C134_0041_a_at","0","0.0"
"2.01550388","0.00284668","0.49615385","3","0.53676471","17","17","EC:1.6.1.2","3","637671448","Alanine dehydrogenase/PNT","false","SAR11_0574","C134_0574_at","36.11764706","17","0","0","0.74612403","false","0","C134_0574_at","754","0.32834225"
"1.84496124","0.01884146","0.54201681","0","0.58730159","28","28","EC:1.6.1.2","3","637671450","NAD(p) transhydrogenase subunit beta","false","SAR11_0576","C134_0576_a_at","41.32142857","28","0","0","0.78875969","false","0","C134_0576_a_at","3044","0.34404762"
"2.8372093","0.0","0.35245902","0","0.0","1","1","","4","637671279","thiol:disulfide interchange protein","false","SAR11_0416","C134_0416_at","28.0","1","0","0","0.54069767","false","0","C134_0416_at","0","0.0"
"1.90532544","0.00122359","0.52484472","2","0.70588235","34","34","","3","637671454","hypothetical protein","false","SAR11_0579","C134_0579_a_at","53.85294118","34","0","0","0.77366864","false","0","C134_0579_a_at","1110","0.35664199"
"1.0","0.0","1.0","64","0.0","1","1","","1","637671455","50S ribosomal protein L31","false","SAR11_0580","C134_0580_a_at","1.0","1","0","0","1.0","false","0","C134_0580_a_at","0","0.0"
"1.0","0.0","1.0","64","0.0","1","1","","1","637671334","hypothetical protein","false","SAR11_0467","C134_0467_at","1.0","1","0","0","1.0","false","0","C134_0467_at","0","0.0"
"1.66455696","0.00545247","0.60076046","1","0.63533835","57","57","","3","637671457","Elongation factor P (EF-P)","false","SAR11_0582","C134_0582_a_at","56.0877193","57","0","0","0.83386076","false","0","C134_0582_a_at","3836","0.36420597"
"1.69565217","0.00165064","0.58974359","3","0.89285714","8","8","EC:2.5.1.3","3","637671458","thiamine-phosphate pyrophosphorylase","false","SAR11_0583","C134_0583_a_at","15.25","8","0","0","0.76811594","false","0","C134_0583_a_at","10","0.69318182"
"2.61290323","0.0","0.38271605","5","0.0","1","1","EC:4.1.2.13","4","637671459","fructose-bisphosphate aldolase","false","SAR11_0584","C134_0584_a_at","14.0","1","0","0","0.59677419","false","0","C134_0584_a_at","0","0.0"
"1.69230769","0.15641026","0.59090909","20","0.6","6","6","EC:2.7.2.3","3","637671460","phosphoglycerate kinase","false","SAR11_0585","C134_0585_a_at","6.16666667","6","0","0","0.82692308","false","0","C134_0585_a_at","56","0.6"
