"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","cluster","ClusteringCoefficient","Degree","degree.layout","EC","Eccentricity","gene_id","gene_product_name","IsSingleNode","locus_tag","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.0","0.66666667","1.0","35","0.33333333","3","3","","1","637671643","ABC-type sugar transport system","false","SAR11_0770","C134_0770_at","1.66666667","3","0","0","1.0","false","0","C134_0770_at","4","0.66666667"
"1.66666667","0.0","0.6","35","0.0","1","1","","2","637671065","probable biotin synthase","false","SAR11_0202","C134_0202_at","3.0","1","0","0","0.66666667","false","0","C134_0202_at","0","0.0"
"1.33333333","0.0","0.75","35","1.0","2","2","","2","637671644","ABC-type sugar transport system","false","SAR11_0771","C134_0771_at","2.5","2","0","0","0.83333333","false","0","C134_0771_at","0","0.83333333"
"1.33333333","0.0","0.75","35","1.0","2","2","","2","637671645","sugar ABC transporter","false","SAR11_0772","C134_0772_at","2.5","2","0","0","0.83333333","false","0","C134_0772_at","0","0.83333333"
"1.83431953","0.00915598","0.54516129","2","0.64164905","44","44","","3","637671646","short chain dehydrogenase","false","SAR11_0773","C134_0773_at","53.84090909","44","0","0","0.79142012","false","0","C134_0773_at","5398","0.35190137"
"2.18343195","6.506E-5","0.45799458","2","0.86666667","10","10","EC:4.2.1.9","3","637671647","dihydroxy-acid dehydratase","false","SAR11_0774","C134_0774_a_at","58.6","10","0","0","0.70414201","false","0","C134_0774_a_at","56","0.4578125"
"1.59763314","0.02082438","0.62592593","2","0.49403509","76","76","EC:1.1.1.30","3","637671648","oxidoreductase","false","SAR11_0775","C134_0775_a_at","50.32894737","76","0","0","0.85059172","false","0","C134_0775_a_at","11422","0.31260216"
"1.69822485","0.00782806","0.58885017","2","0.57977791","59","59","4-diene-1","3","637671649","2-hydroxyhepta-2","false","SAR11_0776","C134_0776_a_at","55.81355932","59","0","0","0.82544379","false","0","C134_0776_a_at","5574","0.34666807"
"1.62658228","0.01017443","0.61478599","1","0.56057692","65","65","","3","637671650","gluconolactonase","false","SAR11_0777","C134_0777_a_at","54.24615385","65","0","0","0.84335443","false","0","C134_0777_a_at","5482","0.35688259"
"2.28481013","4.381E-5","0.43767313","1","0.8","6","6","EC:1.1.1.60","4","637671651","6-phosphogluconate dehydrogenase","false","SAR11_0778","C134_0778_a_at","52.16666667","6","0","0","0.67879747","false","0","C134_0778_a_at","30","0.47424242"
"2.98224852","0.0","0.33531746","2","0.0","1","1","","4","637671652","fumarylacetoacetate hydrolase family protein","false","SAR11_0779","C134_0779_a_at","27.0","1","0","0","0.50443787","false","0","C134_0779_a_at","0","0.0"
"2.07751938","0.01564462","0.48134328","0","0.75824176","14","14","EC:4.1.1.31","3","637671653","phosphoenolpyruvate carboxylase","false","SAR11_0780","C134_0780_at","41.57142857","14","0","0","0.73062016","false","0","C134_0780_at","2884","0.39903846"
"3.06976744","0.0","0.32575758","0","0.0","1","1","EC:6.5.1.2","4","637670879","DNA ligase","false","SAR11_0016","C134_0016_a_at","14.0","1","0","0","0.48255814","false","0","C134_0016_a_at","0","0.0"
"2.22058824","2.461E-4","0.45033113","4","0.8","6","6","","3","637671654","probable holocytochrome-c synthase ccdA","false","SAR11_0781","C134_0781_a_at","27.83333333","6","0","0","0.69485294","false","0","C134_0781_a_at","22","0.59219858"
"2.15384615","2.833E-5","0.46428571","2","0.90909091","11","11","EC:1.7.-","3","637671655","[acyl-carrier-protein] phosphodiesterase","false","SAR11_0782","C134_0782_at","63.72727273","11","0","0","0.71153846","false","0","C134_0782_at","32","0.48278237"
"2.33333333","1.6078E-4","0.42857143","0","0.6","5","5","EC:3.1.3.25","3","637671656","inositol monophosphatase family","false","SAR11_0783","C134_0783_at","36.2","5","0","0","0.66666667","false","0","C134_0783_at","50","0.44691358"
"1.78571429","0.02511774","0.56","7","0.66666667","3","3","","2","637671661","possible transmembrane protein","false","SAR11_0788","C134_0788_a_at","8.0","3","0","0","0.80357143","false","0","C134_0788_a_at","20","0.57142857"
"1.25","0.16666667","0.8","39","0.66666667","3","3","EC:2.5.1.47","2","637671662","cysteine synthase","false","SAR11_0789","C134_0789_a_at","2.66666667","3","0","0","0.91666667","false","0","C134_0789_a_at","4","0.66666667"
"1.38461538","0.13461538","0.72222222","11","0.46428571","8","8","EC:2.3.1.30","2","637671663","serine O-acetyltransferase","false","SAR11_0790","C134_0790_a_at","6.125","8","0","0","0.87179487","false","0","C134_0790_a_at","60","0.47115385"
"1.90532544","0.00159618","0.52484472","2","0.69219219","37","37","","3","637671664","probable ring-cleaving dioxygenase","false","SAR11_0791","C134_0791_a_at","53.56756757","37","0","0","0.77366864","false","0","C134_0791_a_at","1400","0.36194302"
"2.58064516","8.6022E-4","0.3875","67","0.66666667","3","3","","4","637671666","hypothetical protein","false","SAR11_0793","C134_0793_at","8.33333333","3","0","0","0.60483871","false","0","C134_0793_at","4","0.5952381"
"1.85714286","0.02511774","0.53846154","17","0.0","2","2","","2","637671667","hypothetical protein","false","SAR11_0794","C134_0794_at","8.5","2","0","0","0.78571429","false","0","C134_0794_at","20","0.625"
"1.92857143","0.0","0.51851852","17","1.0","2","2","","3","637671668","hypothetical protein","false","SAR11_0795","C134_0795_a_at","9.5","2","0","0","0.76785714","false","0","C134_0795_a_at","0","0.73076923"
"2.12426036","0.00599534","0.47075209","2","0.76608187","19","19","","4","637671670","hypothetical protein","false","SAR11_0797","C134_0797_a_at","45.89473684","19","0","0","0.71893491","false","0","C134_0797_a_at","3774","0.35303644"
"2.51162791","0.0","0.39814815","0","1.0","3","3","","4","637671673","Lysine efflux pump","false","SAR11_0800","C134_0800_a_at","34.0","3","0","0","0.62209302","false","0","C134_0800_a_at","0","0.53125"
"2.21518987","2.9236E-4","0.45142857","24","0.56363636","11","11","EC:1.1.1.308","4","637671674","histidinol dehydrogenase","false","SAR11_0801","C134_0801_a_at","39.45454545","11","0","0","0.69620253","false","0","C134_0801_a_at","96","0.34835076"
"2.24852071","6.283E-5","0.44473684","2","0.9010989","14","14","EC:2.3.1.8","4","637671675","Phosphate acetyltransferase (Phosphotransacetylase)","false","SAR11_0802","C134_0802_a_at","52.92857143","14","0","0","0.68786982","false","0","C134_0802_a_at","48","0.45628079"
"1.57142857","0.01634123","0.63636364","6","0.71428571","14","14","EC:3.3.2.9","3","637671676","epoxide hydrolase","false","SAR11_0803","C134_0803_a_at","14.28571429","14","0","0","0.85714286","false","0","C134_0803_a_at","76","0.54945055"
"1.4","0.05","0.71428571","75","0.66666667","3","3","","2","637671678","probable taurine uptake ABC transporter permease protein","false","SAR11_0805","C134_0805_a_at","3.0","3","0","0","0.8","false","0","C134_0805_a_at","2","0.6"
"1.6","0.0","0.625","22","1.0","2","2","","2","637671053","AcrB/AcrD/AcrF family protein (Acriflavin resistance)","false","SAR11_0191","C134_0191_a_at","4.0","2","0","0","0.7","false","0","C134_0191_a_at","0","0.8"
"1.78106509","0.00666752","0.56146179","2","0.56184012","52","52","","3","637671680","taurine transport system periplasmic protein","false","SAR11_0807","C134_0807_a_at","52.59615385","52","0","0","0.80473373","false","0","C134_0807_a_at","4814","0.34153347"
"1.64497041","0.02559893","0.60791367","2","0.4498994","71","71","EC:2.6.1.18","3","637671681","Adenosylmethionine-8-amino-7-oxononanoate aminotransferase","false","SAR11_0808","C134_0808_a_at","47.05633803","71","0","0","0.8387574","false","0","C134_0808_a_at","14314","0.29782492"
"1.52173913","0.01367542","0.65714286","3","0.76363636","11","11","EC:1.4.1.1","2","637671682","alanine dehydrogenase","false","SAR11_0809","C134_0809_a_at","13.63636364","11","0","0","0.82608696","false","0","C134_0809_a_at","58","0.59288538"
"1.75","0.0","0.57142857","16","0.0","1","1","","2","637671684","sodium:solute transporter family","false","SAR11_0811","C134_0811_a_at","4.0","1","0","0","0.625","false","0","C134_0811_a_at","0","0.0"
"2.52631579","0.10526316","0.39583333","22","0.0","2","2","","4","637671686","permease","false","SAR11_0813","C134_0813_at","4.5","2","0","0","0.69473684","false","0","C134_0813_at","58","0.5"
"3.47368421","0.0","0.28787879","22","0.0","1","1","","5","637671570","hypothetical protein","false","SAR11_0696","C134_0696_a_at","2.0","1","0","0","0.50526316","false","0","C134_0696_a_at","0","0.0"
"2.16666667","0.0","0.46153846","46","0.0","1","1","EC:3.4.24.-","3","637671688","membrane-associated zinc metalloprotease","false","SAR11_0816","C134_0816_a_at","4.0","1","0","0","0.61111111","false","0","C134_0816_a_at","0","0.0"
"1.72781065","0.00850067","0.57876712","2","0.56338798","61","61","","3","637671689","non-specific DNA-binding protein HBsu","false","SAR11_0817","C134_0817_at","49.70491803","61","0","0","0.81804734","false","0","C134_0817_at","6506","0.32275921"
"1.0","0.0","1.0","73","0.0","1","1","","1","637671690","ammonium transporter","false","SAR11_0818","C134_0818_a_at","1.0","1","0","0","1.0","false","0","C134_0818_a_at","0","0.0"
"1.0","0.0","1.0","73","0.0","1","1","EC:6.3.1.2","1","637671621","Glutamine synthetase I","false","SAR11_0747","C134_0747_a_at","1.0","1","0","0","1.0","false","0","C134_0747_a_at","0","0.0"
"2.24050633","0.0","0.44632768","1","1.0","5","5","","4","637671692","putative rhamnosyltransferase","false","SAR11_0820","C134_0820_a_at","69.4","5","0","0","0.68987342","false","0","C134_0820_a_at","0","0.59827586"
"2.70253165","0.0","0.37002342","1","0.0","1","1","","4","637671695","Putative integral membrane protein","false","SAR11_0823","C134_0823_a_at","51.0","1","0","0","0.57436709","false","0","C134_0823_a_at","0","0.0"
"2.33544304","0.0","0.42818428","1","1.0","2","2","","4","637671696","Regulatory protein","false","SAR11_0824","C134_0824_a_at","81.5","2","0","0","0.66613924","false","0","C134_0824_a_at","0","0.76168224"
"2.98529412","1.0975E-4","0.33497537","4","0.0","2","2","EC:3.1.3.7","4","637671698","cysQ protein","false","SAR11_0826","C134_0826_a_at","9.5","2","0","0","0.50367647","false","0","C134_0826_a_at","2","0.60714286"
"2.35294118","3.4753E-4","0.425","4","0.7","5","5","EC:2.8.1.-","4","637671700","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase","false","SAR11_0828","C134_0828_a_at","21.2","5","0","0","0.66176471","false","0","C134_0828_a_at","6","0.53"
"2.38235294","0.0","0.41975309","6","1.0","3","3","","4","637671568","hypothetical protein","false","SAR11_0694","C134_0694_a_at","23.66666667","3","0","0","0.65441176","false","0","C134_0694_a_at","0","0.59166667"
"1.68987342","0.01763885","0.5917603","1","0.47065941","58","58","EC:2.6.1.85","3","637671703","para-aminobenzoate synthase component I","false","SAR11_0831","C134_0831_a_at","46.77586207","58","0","0","0.82753165","false","0","C134_0831_a_at","6136","0.31393196"
"2.12403101","1.709E-5","0.47080292","0","0.94444444","9","9","EC:2.6.1.85","3","637671704","Anthranilate synthase component II (Glutamine amido-transferase)","false","SAR11_0832","C134_0832_a_at","53.33333333","9","0","0","0.71899225","false","0","C134_0832_a_at","12","0.51282051"
"1.60714286","0.015957","0.62222222","6","0.71428571","14","14","","3","637671705","Aminotransferase","false","SAR11_0833","C134_0833_a_at","14.07142857","14","0","0","0.84821429","false","0","C134_0833_a_at","68","0.56285714"
"2.19354839","0.0","0.45588235","5","0.0","1","1","","3","637671706","Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolase","false","SAR11_0834","C134_0834_a_at","24.0","1","0","0","0.7016129","false","0","C134_0834_a_at","0","0.0"
"1.7","0.01666667","0.58823529","24","0.83333333","4","4","","3","637671707","adenylylsulfate reductase membrane anchor","false","SAR11_0835","C134_0835_at","5.5","4","0","0","0.76666667","false","0","C134_0835_at","6","0.61111111"
"2.17751479","1.0022E-4","0.45923913","3","0.87581699","18","18","EC:1.8.99.2","4","637671708","adenylyl-sulfate reductase chain B","false","SAR11_0836","C134_0836_a_at","47.55555556","18","0","0","0.7056213","false","0","C134_0836_a_at","54","0.38979964"
"1.68992248","0.00920863","0.59174312","0","0.52850242","46","46","EC:1.8.99.2","3","637671709","adenylylsulfate reductase","false","SAR11_0837","C134_0837_a_at","39.43478261","46","0","0","0.82751938","false","0","C134_0837_a_at","3028","0.32060799"
"1.6","0.0","0.625","14","1.0","2","2","","2","637671710","hypothetical protein","false","SAR11_0838","C134_0838_a_at","3.5","2","0","0","0.7","false","0","C134_0838_a_at","0","0.7"
"1.6","0.0","0.625","14","1.0","2","2","EC:2.5.1.-","2","637670998","cytochrome c oxidase assembly factor","false","SAR11_0133","C134_0133_a_at","3.5","2","0","0","0.7","false","0","C134_0133_a_at","0","0.7"
"1.68421053","0.21120858","0.59375","8","0.5","8","8","","3","637671712","putative transmembrane permease","false","SAR11_0840","C134_0840_a_at","6.5","8","0","0","0.86315789","false","0","C134_0840_a_at","126","0.3984375"
"1.94736842","0.00116959","0.51351351","5","0.83333333","4","4","","3","637671677","Malate/L-sulfolactate dehydrogenase multifunction enzyme","false","SAR11_0804","C134_0804_a_at","8.75","4","0","0","0.81052632","false","0","C134_0804_a_at","2","0.546875"
"2.0295858","8.3489E-4","0.49271137","2","0.77489177","22","22","EC:4.4.1.24","3","637671715","D-galactarate dehydratase/Altronate","false","SAR11_0843","C134_0843_at","59.72727273","22","0","0","0.74260355","false","0","C134_0843_at","586","0.4206146"
"1.94117647","0.0031367","0.51515152","4","0.76190476","15","15","EC:2.3.3.15","3","637671716","hypothetical protein","false","SAR11_0844","C134_0844_a_at","26.13333333","15","0","0","0.76470588","false","0","C134_0844_a_at","160","0.45847953"
"1.57988166","0.02442576","0.6329588","2","0.44722222","81","81","EC:1.14.13.22","3","637671717","steroid monooxygenase","false","SAR11_0845","C134_0845_a_at","49.12345679","81","0","0","0.85502959","false","0","C134_0845_a_at","13712","0.30895256"
"1.62130178","0.01964646","0.61678832","2","0.48981859","74","74","EC:1.1.1.100","3","637671718","short chain dehydrogenase","false","SAR11_0846","C134_0846_at","48.18918919","74","0","0","0.84467456","false","0","C134_0846_at","10854","0.30307666"
"2.03797468","7.5756E-4","0.49068323","22","0.65714286","15","15","","3","637671720","Predicted ABC-type transport system protein","false","SAR11_0848","C134_0848_a_at","54.13333333","15","0","0","0.74050633","false","0","C134_0848_a_at","314","0.39513382"
"1.91472868","0.00156796","0.52226721","0","0.58498024","23","23","EC:3.1.2.-","3","637671722","arylesterase","false","SAR11_0851","C134_0851_a_at","39.04347826","23","0","0","0.77131783","false","0","C134_0851_a_at","484","0.33370494"
"1.69230769","0.0093027","0.59090909","2","0.56393443","61","61","EC:3.4.13.9","3","637671724","non-specific DNA-binding protein HBsu","false","SAR11_0853","C134_0853_a_at","54.09836066","61","0","0","0.82692308","false","0","C134_0853_a_at","6562","0.33811475"
"2.07692308","0.00397868","0.48148148","2","0.61988304","19","19","","4","637671725","Fumarylacetoacetate (FAA) hydrolase family protein","false","SAR11_0854","C134_0854_a_at","45.57894737","19","0","0","0.73076923","false","0","C134_0854_a_at","2390","0.33028223"
"1.66666667","0.0","0.6","0","0.0","1","1","","2","637671726","peptidase","false","SAR11_0855","C134_0855_a_at","3.0","1","0","0","0.66666667","false","0","C134_0855_a_at","0","0.0"
"2.07751938","2.1631E-4","0.48134328","0","0.83809524","15","15","","4","637671728","Integral membrane protein TerC family","false","SAR11_0857","C134_0857_a_at","43.6","15","0","0","0.73062016","false","0","C134_0857_a_at","56","0.4152381"
"1.80379747","0.00500741","0.55438596","1","0.63589744","40","40","EC:1.1.99.1","3","637671729","alcohol dehydrogenase (acceptor)","false","SAR11_0858","C134_0858_a_at","56.5","40","0","0","0.79905063","false","0","C134_0858_a_at","2350","0.37919463"
"1.82608696","0.00166259","0.54761905","3","0.8","5","5","EC:5.2.1.8","3","637671730","peptidylprolyl isomerase","false","SAR11_0859","C134_0859_a_at","14.8","5","0","0","0.72463768","false","0","C134_0859_a_at","6","0.67272727"
"1.4","0.0","0.71428571","7","1.0","3","3","EC:1.2.1.8","2","637671733","probable aldehyde dehydrogenase","false","SAR11_0862","C134_0862_a_at","4.33333333","3","0","0","0.8","false","0","C134_0862_a_at","0","0.86666667"
"1.4","0.8","0.71428571","7","0.0","3","3","EC:1.1.1.31","2","637671734","MmsB-like protein","false","SAR11_0863","C134_0863_a_at","1.66666667","3","0","0","0.9","false","0","C134_0863_a_at","16","0.33333333"
"2.2","0.0","0.45454545","7","0.0","1","1","EC:6.3.3.1","3","637671593","probable phosphoribosylformylglycinamidine cyclo-ligase","false","SAR11_0719","C134_0719_a_at","3.0","1","0","0","0.7","false","0","C134_0719_a_at","0","0.0"
"1.8","0.4","0.55555556","7","0.0","2","2","","3","637671713","putative integral membrane protein","false","SAR11_0841","C134_0841_a_at","2.0","2","0","0","0.8","false","0","C134_0841_a_at","8","0.5"
"2.17159763","0.00129748","0.46049046","2","0.68382353","17","17","","4","637671735","hypothetical protein","false","SAR11_0864","C134_0864_at","46.52941176","17","0","0","0.70710059","false","0","C134_0864_at","1024","0.36637332"
"2.03100775","6.5841E-4","0.49236641","40","0.6969697","12","12","","3","637671736","TRAP-type mannitol/chloroaromatic compound transport system","false","SAR11_0865","C134_0865_at","47.91666667","12","0","0","0.74224806","false","0","C134_0865_at","156","0.4240413"
"2.12025316","4.7706E-4","0.47164179","0","0.68181818","12","12","","3","637671737","mannitol transporter","false","SAR11_0866","C134_0866_a_at","52.25","12","0","0","0.71993671","false","0","C134_0866_a_at","174","0.41402116"
"2.03797468","0.01307145","0.49068323","1","0.74275362","24","24","EC:1.1.1.100","3","637671740","short chain dehydrogenase","false","SAR11_0869","C134_0869_a_at","52.5","24","0","0","0.74050633","false","0","C134_0869_a_at","5192","0.41305774"
"3.03164557","0.0","0.32985386","1","0.0","1","1","","4","637671222","hypothetical protein","false","SAR11_0358","C134_0358_a_at","24.0","1","0","0","0.49208861","false","0","C134_0358_a_at","0","0.0"
"1.81656805","0.0151663","0.5504886","2","0.62995169","46","46","","3","637671742","possible transmembrane protein","false","SAR11_0871","C134_0871_a_at","54.10869565","46","0","0","0.79585799","false","0","C134_0871_a_at","5664","0.35350952"
"2.81065089","0.0","0.35578947","7","0.0","1","1","","4","637671124","possible transmembrane protein","false","SAR11_0262","C134_0262_at","46.0","1","0","0","0.54733728","false","0","C134_0262_at","0","0.0"
"2.13235294","0.0","0.46896552","4","1.0","8","8","EC:3.2.2.-","3","637671744","uracil-DNA glycosylase","false","SAR11_0873","C134_0873_a_at","32.75","8","0","0","0.71691176","false","0","C134_0873_a_at","0","0.64215686"
"2.01898734","2.9142E-4","0.49529781","1","0.85144928","24","24","","3","637671750","trigger factor","false","SAR11_0879","C134_0879_a_at","57.125","24","0","0","0.74525316","false","0","C134_0879_a_at","206","0.4360687"
"2.17829457","2.6723E-4","0.45907473","0","0.78787879","12","12","EC:3.4.21.92","4","637671751","ATP-dependent Clp protease proteolytic subunit","false","SAR11_0880","C134_0880_a_at","40.41666667","12","0","0","0.70542636","false","0","C134_0880_a_at","60","0.4254386"
"1.89705882","0.00280691","0.52713178","11","0.76923077","14","14","EC:3.4.21.53","3","637671753","ATP-dependent protease La","false","SAR11_0882","C134_0882_a_at","28.57142857","14","0","0","0.77573529","false","0","C134_0882_a_at","208","0.46838407"
"2.00775194","0.00430204","0.4980695","0","0.60130719","18","18","EC:1.6.5.3","4","637671756","NADH Dehydrogenase I Chain A","false","SAR11_0883","C134_0883_a_at","36.11111111","18","0","0","0.74806202","false","0","C134_0883_a_at","1022","0.32532533"
"2.40310078","3.871E-5","0.41612903","0","0.91666667","9","9","EC:1.6.5.3","4","637671757","NADH dehydrogenase beta subunit","false","SAR11_0884","C134_0884_a_at","36.22222222","9","0","0","0.64922481","false","0","C134_0884_a_at","8","0.51746032"
"1.79844961","0.00546052","0.55603448","0","0.57310924","35","35","EC:1.6.5.3","3","637671759","NADH dehydrogenase delta subunit","false","SAR11_0886","C134_0886_a_at","38.6","35","0","0","0.8003876","false","0","C134_0886_a_at","1804","0.32166667"
"1.0","0.16666667","1.0","7","0.66666667","3","3","EC:1.6.5.3","1","637671760","NADH Dehydrogenase I Chain E","false","SAR11_0887","C134_0887_a_at","2.33333333","3","0","0","1.0","false","0","C134_0887_a_at","2","0.77777778"
"1.33333333","0.0","0.75","3","1.0","2","2","EC:1.8.1.4","2","637671097","Dihydrolipoyl dehydrogenase","false","SAR11_0235","C134_0235_a_at","3.0","2","0","0","0.83333333","false","0","C134_0235_a_at","0","1.0"
"1.33333333","0.0","0.75","7","1.0","2","2","","2","637671218","chromosome partitioning protein","false","SAR11_0354","C134_0354_a_at","3.0","2","0","0","0.83333333","false","0","C134_0354_a_at","0","1.0"
"2.00775194","0.00107505","0.4980695","0","0.72631579","20","20","EC:1.6.5.3","4","637671761","NADH Dehydrogenase I Chain F","false","SAR11_0888","C134_0888_a_at","41.75","20","0","0","0.74806202","false","0","C134_0888_a_at","464","0.38302752"
"1.92248062","0.00152631","0.52016129","0","0.66666667","24","24","EC:1.6.5.3","3","637671762","NADH dehydrogenase gamma subunit","false","SAR11_0889","C134_0889_a_at","42.33333333","24","0","0","0.76937984","false","0","C134_0889_a_at","476","0.36811594"
"1.0","0.65","1.0","14","0.3","5","5","EC:1.6.5.3","1","637671763","NADH Dehydrogenase I Chain H","false","SAR11_0890","C134_0890_a_at","2.2","5","0","0","1.0","false","0","C134_0890_a_at","14","0.44"
"1.2","0.0","0.83333333","14","1.0","4","4","EC:1.6.5.3","2","637671766","NADH Dehydrogenase I Chain K","false","SAR11_0893","C134_0893_at","4.75","4","0","0","0.9","false","0","C134_0893_at","0","0.95"
"1.2","0.0","0.83333333","14","1.0","4","4","EC:1.6.5.3","2","637671764","NADH dehydrogenase subunit I","false","SAR11_0891","C134_0891_a_at","4.75","4","0","0","0.9","false","0","C134_0891_a_at","0","0.95"
"1.0","0.06666667","1.0","14","0.8","5","5","EC:1.6.5.3","1","637671767","NADH Dehydrogenase I Chain L","false","SAR11_0894","C134_0894_a_at","4.2","5","0","0","1.0","false","0","C134_0894_a_at","4","0.84"
"1.0","0.06666667","1.0","14","0.8","5","5","EC:1.6.5.3","1","637671768","NADH dehydrogenase subunit M","false","SAR11_0896","C134_0896_a_at","4.2","5","0","0","1.0","false","0","C134_0896_a_at","4","0.84"
"1.0","0.06666667","1.0","14","0.8","5","5","EC:1.6.5.3","1","637671769","NADH dehydrogenase subunit N","false","SAR11_0897","C134_0897_a_at","4.2","5","0","0","1.0","false","0","C134_0897_a_at","4","0.84"
"1.85714286","0.07142857","0.53846154","6","0.71428571","7","7","EC:2.7.1.33","3","637671771","Bvg accessory factor","false","SAR11_0899","C134_0899_a_at","14.71428571","7","0","0","0.78571429","false","0","C134_0899_a_at","166","0.60714286"
"2.82142857","0.0","0.35443038","6","0.0","1","1","EC:2.2.1.6","4","637671400","acetolactate synthase II large chain","false","SAR11_0527","C134_0527_a_at","7.0","1","0","0","0.54464286","false","0","C134_0527_a_at","0","0.0"
"2.0","0.0","0.5","18","0.0","1","1","","3","637671775","ABC transporter","false","SAR11_0903","C134_0903_a_at","5.0","1","0","0","0.66666667","false","0","C134_0903_a_at","0","0.0"
"1.2","0.03333333","0.83333333","7","0.83333333","4","4","EC:2.7.7.7","2","637671777","DNA polymerase III alpha subunit","false","SAR11_0906","C134_0906_a_at","3.75","4","0","0","0.9","false","0","C134_0906_a_at","2","0.75"
"1.58579882","0.01954849","0.63059701","2","0.47812714","77","77","","3","637671778","probable 30S ribosomal protein S2","false","SAR11_0907","C134_0907_a_at","49.92207792","77","0","0","0.8535503","false","0","C134_0907_a_at","11860","0.30816097"
"1.93491124","0.01360974","0.51681957","3","0.60968661","27","27","","3","637671779","protein translation elongation factor Ts (EF-Ts)","false","SAR11_0908","C134_0908_a_at","50.18518519","27","0","0","0.76627219","false","0","C134_0908_a_at","4182","0.32992203"
"2.92899408","0.0","0.34141414","3","0.0","1","1","","4","637671257","Novel protein with potential Cupin domain","false","SAR11_0394","C134_0394_a_at","27.0","1","0","0","0.51775148","false","0","C134_0394_a_at","0","0.0"
"1.72727273","0.0","0.57894737","13","1.0","4","4","","3","637671780","Ribosome recycling factor","false","SAR11_0909","C134_0909_a_at","7.75","4","0","0","0.75757576","false","0","C134_0909_a_at","0","0.775"
"2.82840237","1.174E-5","0.35355649","2","0.83333333","4","4","EC:2.5.1.31","4","637671781","Putative undecaprenyl diphosphate synthase","false","SAR11_0910","C134_0910_a_at","18.75","4","0","0","0.54289941","false","0","C134_0910_a_at","2","0.43604651"
"2.36764706","0.0","0.42236025","6","1.0","6","6","EC:2.7.7.41","4","637671782","phosphatidate cytidylyltransferase","false","SAR11_0911","C134_0911_a_at","19.83333333","6","0","0","0.65808824","false","0","C134_0911_a_at","0","0.48373984"
"1.78294574","0.0104092","0.56086957","0","0.48221906","38","38","EC:1.1.1.267","3","637671783","1-deoxy-D-xylulose 5-phosphate reductoisomerase","false","SAR11_0912","C134_0912_a_at","36.0","38","0","0","0.80426357","false","0","C134_0912_a_at","2012","0.30252101"
"2.12426036","2.581E-4","0.47075209","3","0.81871345","19","19","","4","637671784","outer membrane protein omp1","false","SAR11_0913","C134_0913_a_at","49.84210526","19","0","0","0.71893491","false","0","C134_0913_a_at","126","0.38340081"
"1.5","0.0","0.66666667","3","0.0","1","1","EC:4.2.1.59","2","637671786","(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase","false","SAR11_0915","C134_0915_a_at","2.0","1","0","0","0.75","false","0","C134_0915_a_at","0","0.0"
"2.67455621","0.0","0.37389381","3","1.0","4","4","EC:2.3.1.129","4","637671788","acyl-[acyl carrier protein]--UDP-N- acetylglucosamine O-acyltransferase","false","SAR11_0917","C134_0917_a_at","36.75","4","0","0","0.58136095","false","0","C134_0917_a_at","0","0.55681818"
"1.77848101","0.00136174","0.56227758","1","0.80139373","42","42","","3","637671789","Protein of unknown function (DUF1009)","false","SAR11_0918","C134_0918_a_at","66.95238095","42","0","0","0.80537975","false","0","C134_0918_a_at","918","0.44339325"
"1.0","0.0","1.0","65","0.0","1","1","EC:2.4.1.182","1","637671790","lipid-A-disaccharide synthase (lpxB)","false","SAR11_0919","C134_0919_a_at","1.0","1","0","0","1.0","false","0","C134_0919_a_at","0","0.0"
"1.0","0.0","1.0","65","0.0","1","1","","1","637671424","glycosyl transferase family","false","SAR11_0551","C134_0551_at","1.0","1","0","0","1.0","false","0","C134_0551_at","0","0.0"
"1.0","0.0","1.0","0","0.0","1","1","EC:6.1.1.17","1","637671791","glutamyl-tRNA synthetase","false","SAR11_0920","C134_0920_a_at","1.0","1","0","0","1.0","false","0","C134_0920_a_at","0","0.0"
"1.0","0.0","1.0","0","0.0","1","1","EC:2.5.1.3","1","637671224","Thiamine monophosphate synthase","false","SAR11_0360","C134_0360_a_at","1.0","1","0","0","1.0","false","0","C134_0360_a_at","0","0.0"
"1.0","0.0","1.0","71","0.0","1","1","EC:3.4.21.88","1","637671792","LexA repressor","false","SAR11_0921","C134_0921_a_at","1.0","1","0","0","1.0","false","0","C134_0921_a_at","0","0.0"
"1.0","0.0","1.0","71","0.0","1","1","EC:3.4.21.-","1","637671511","hypothetical protein","false","SAR11_0635","C134_0635_a_at","1.0","1","0","0","1.0","false","0","C134_0635_a_at","0","0.0"
"2.34911243","0.0","0.4256927","2","1.0","5","5","EC:4.1.1.48","4","637671793","indole-3-glycerol phosphate synthase/anthranilate isomerase","false","SAR11_0922","C134_0922_a_at","73.6","5","0","0","0.66272189","false","0","C134_0922_a_at","0","0.68785047"
"1.87096774","0.09103725","0.53448276","5","0.39285714","8","8","EC:4.1.3.27","3","637671796","anthranilate synthase component I-like protein","false","SAR11_0925","C134_0925_a_at","9.875","8","0","0","0.78225806","false","0","C134_0925_a_at","302","0.375"
