"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","degree.layout","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.2","0.06666667","0.83333333","0.67857143","8","8","2","false","sdhD_b0722_15","7.0","8","0","0","0.9","false","0","sdhD_b0722_15","18","0.7"
"1.95434783","9.2298E-4","0.51167964","0.63636364","55","55","3","false","secA_b0098_15","145.67272727","55","0","0","0.80913043","false","0","secA_b0098_15","12152","0.34195476"
"2.1173913","2.9812E-4","0.47227926","0.61230769","26","26","4","false","secB_b3609_14","117.5","26","0","0","0.77652174","false","0","secB_b3609_14","3676","0.30839895"
"2.37608696","0.00372274","0.42086002","0.48221344","23","23","4","false","secD_b0408_15","53.39130435","23","0","0","0.72478261","false","0","secD_b0408_15","48094","0.19774557"
"1.70652174","0.0031844","0.58598726","0.64306661","155","155","3","false","secE_b3981_15","148.60645161","155","0","0","0.85869565","false","0","secE_b3981_15","51344","0.33774194"
"3.37173913","0.0","0.29658285","1.0","2","2","5","false","secF_b0409_15","15.0","2","0","0","0.52565217","false","0","secF_b0409_15","0","0.65217391"
"1.8","7.5719E-4","0.55555556","0.72126984","126","126","3","false","secG_b3175_14","151.49206349","126","0","0","0.84","false","0","secG_b3175_14","19968","0.35561517"
"1.99782609","7.6039E-4","0.50054407","0.54196078","51","51","3","false","secM_b0097_15","114.90196078","51","0","0","0.80043478","false","0","secM_b0097_15","7704","0.28024868"
"2.00434783","8.01E-5","0.4989154","0.89651899","80","80","4","false","secY_b3300_14","154.875","80","0","0","0.79913043","false","0","secY_b3300_14","2756","0.40864116"
"2.66521739","0.0","0.37520392","1.0","5","5","5","false","selA_b3591_14","74.6","5","0","0","0.66695652","false","0","selA_b3591_14","0","0.43882353"
"1.0","1.0","1.0","0.0","2","2","1","false","selC_b3658_15","1.0","2","0","0","1.0","false","0","selC_b3658_15","2","0.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","proK_b3545_15","2.0","1","0","0","0.75","false","0","proK_b3545_15","0","0.0"
"1.2","0.6","0.83333333","0.33333333","4","4","2","false","selD_b1764_14","2.25","4","0","0","0.93333333","false","0","selD_b1764_14","12","0.45"
"2.1326087","1.1653E-4","0.46890928","0.5952381","21","21","4","false","seqA_b0687_15","110.57142857","21","0","0","0.77347826","false","0","seqA_b0687_15","1544","0.29174519"
"1.37012987","0.01209715","0.72985782","0.64927414","98","98","3","false","serA_b2913_14","73.21428571","98","0","0","0.90746753","false","0","serA_b2913_14","9616","0.47852474"
"2.07391304","1.5136E-4","0.48218029","0.78062678","27","27","4","false","serB_b4388_15","167.22222222","27","0","0","0.78521739","false","0","serB_b4388_15","2288","0.41805556"
"1.50649351","0.0058921","0.6637931","0.70430593","82","82","3","false","serC_b0907_15","75.64634146","82","0","0","0.87337662","false","0","serC_b0907_15","4834","0.51112393"
"2.0","0.0","0.5","1.0","2","2","3","false","serS_b0893_15","11.0","2","0","0","0.66666667","false","0","serS_b0893_15","0","1.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","serT_b0971_14","2.0","1","0","0","0.75","false","0","serT_b0971_14","0","0.0"
"2.01621622","2.8004E-4","0.49597855","0.76114082","34","34","3","false","setB_b2170_15","110.5","34","0","0","0.79675676","false","0","setB_b2170_15","2268","0.33484848"
"1.23655914","0.08067984","0.80869565","0.43380282","71","71","2","false","setC_b3659_15","33.4084507","71","0","0","0.94086022","false","0","setC_b3659_15","5732","0.35923065"
"1.4","0.0","0.71428571","1.0","3","3","2","false","sfmA_b0530_15","4.33333333","3","0","0","0.8","false","0","sfmA_b0530_15","0","0.86666667"
"1.2","0.1","0.83333333","0.66666667","4","4","2","false","sfmC_b0531_15","3.5","4","0","0","0.9","false","0","sfmC_b0531_15","4","0.7"
"2.05135135","9.0588E-4","0.48748353","0.56256921","43","43","3","false","sfmD_b0532_15","90.95348837","43","0","0","0.78972973","false","0","sfmD_b0532_15","5000","0.29530353"
"1.0","0.0","1.0","1.0","2","2","1","false","sfmF_b0534_15","2.0","2","0","0","1.0","false","0","sfmF_b0534_15","0","1.0"
"1.0","0.0","1.0","1.0","2","2","1","false","eaeH_b0297_14","2.0","2","0","0","1.0","false","0","eaeH_b0297_14","0","1.0"
"1.0","0.0","1.0","1.0","2","2","1","false","sfmH_b0533_15","2.0","2","0","0","1.0","false","0","sfmH_b0533_15","0","1.0"
"1.5483871","0.00927274","0.64583333","0.71035941","44","44","3","false","sgbE_b3583_15","42.59090909","44","0","0","0.86290323","false","0","sgbE_b3583_15","1442","0.46803197"
"1.4","0.1","0.71428571","0.66666667","3","3","2","false","sgbH_b3581_14","3.0","3","0","0","0.86666667","false","0","sgbH_b3581_14","4","0.6"
"1.5483871","0.02197766","0.64583333","0.64444444","45","45","3","false","sgbU_b3582_14","39.55555556","45","0","0","0.86290323","false","0","sgbU_b3582_14","2834","0.43950617"
"1.64285714","0.04029304","0.60869565","0.61904762","7","7","3","false","sgcB_b4565_15","6.57142857","7","0","0","0.78571429","false","0","sgcB_b4565_15","20","0.54761905"
"1.92857143","0.0","0.51851852","1.0","4","4","3","false","aldB_b3588_14","7.5","4","0","0","0.69047619","false","0","aldB_b3588_14","0","0.68181818"
"1.92857143","0.003663","0.51851852","0.83333333","4","4","3","false","sgcA_b4302_14","7.0","4","0","0","0.69047619","false","0","sgcA_b4302_14","2","0.63636364"
"1.64285714","0.06813187","0.60869565","0.47619048","7","7","3","false","sgcC_b4304_15","5.71428571","7","0","0","0.78571429","false","0","sgcC_b4304_15","28","0.47619048"
"2.07142857","0.0","0.48275862","1.0","2","2","3","false","sgcE_b4301_15","9.0","2","0","0","0.64285714","false","0","sgcE_b4301_15","0","0.81818182"
"2.0","0.0","0.5","1.0","3","3","3","false","sgcQ_b4303_15","7.33333333","3","0","0","0.66666667","false","0","sgcQ_b4303_15","0","0.66666667"
"1.91397849","0.00138381","0.52247191","0.67973856","18","18","3","false","sgcR_b4300_14","39.44444444","18","0","0","0.77150538","false","0","sgcR_b4300_14","206","0.47523427"
"1.21428571","0.37582418","0.82352941","0.38181818","11","11","2","false","sgcX_b4305_14","5.09090909","11","0","0","0.92857143","false","0","sgcX_b4305_14","112","0.36363636"
"1.71428571","0.23992674","0.58333333","0.16666667","4","4","2","false","fadH_b3081_15","5.5","4","0","0","0.76190476","false","0","fadH_b3081_15","70","0.41666667"
"2.06493506","2.237E-5","0.48427673","0.96323529","17","17","3","false","shiA_b1981_15","84.47058824","17","0","0","0.73376623","false","0","shiA_b1981_15","14","0.66512274"
"2.25","0.0","0.44444444","1.0","2","2","3","false","sirA_b3470_14","5.0","2","0","0","0.6875","false","0","sirA_b3470_14","0","0.71428571"
"1.5","0.0","0.66666667","0.0","1","1","2","false","skp_b0178_15","2.0","1","0","0","0.75","false","0","skp_b0178_15","0","0.0"
"2.02391304","1.564E-4","0.49409237","0.74040816","50","50","4","false","slmA_b3641_15","147.08","50","0","0","0.79521739","false","0","slmA_b3641_15","2272","0.36678304"
"2.21818182","0.0034126","0.45081967","0.61491935","32","32","4","false","slp_b3506_15","48.6875","32","0","0","0.75636364","false","0","slp_b3506_15","18216","0.33120748"
"1.0","1.0","1.0","0.0","2","2","1","false","slt_b4392_15","1.0","2","0","0","1.0","false","0","slt_b4392_15","2","0.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","cpxR_b3912_14","2.0","1","0","0","0.75","false","0","cpxR_b3912_14","0","0.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","nadR_b4390_15","2.0","1","0","0","0.75","false","0","nadR_b4390_15","0","0.0"
"1.71052632","0.02034288","0.58461538","0.52421652","27","27","3","false","slyA_b1642_14","25.22222222","27","0","0","0.82236842","false","0","slyA_b1642_14","1062","0.35524257"
"1.75","0.00530503","0.57142857","0.57746479","143","143","4","false","slyD_b3349_14","146.24475524","143","0","0","0.85","false","0","slyD_b3349_14","63846","0.3377477"
"2.57173913","4.24E-5","0.38884193","0.70909091","11","11","4","false","slyX_b3348_15","65.45454545","11","0","0","0.68565217","false","0","slyX_b3348_15","288","0.3240324"
"1.5","0.0","0.66666667","0.0","1","1","2","false","smpA_b2617_27","2.0","1","0","0","0.75","false","0","smpA_b2617_27","0","0.0"
"1.60869565","0.00935489","0.62162162","0.46735395","195","195","3","false","smpB_b2620_15","136.09230769","195","0","0","0.87826087","false","0","smpB_b2620_15","121588","0.30582541"
"2.53478261","1.2593E-4","0.39451115","0.68181818","12","12","4","false","smtA_b0921_14","59.16666667","12","0","0","0.69304348","false","0","smtA_b0921_14","966","0.26651652"
"1.51818182","0.02691862","0.65868263","0.47505721","115","115","3","false","sodC_b1646_14","66.25217391","115","0","0","0.89636364","false","0","sodC_b1646_14","69034","0.31399135"
"1.88157895","0.00284595","0.53146853","0.65441176","17","17","3","false","sohB_b1272_15","26.47058824","17","0","0","0.77960526","false","0","sohB_b1272_15","208","0.38927336"
"1.86842105","0.0087885","0.53521127","0.68571429","15","15","3","false","solA_b1059_14","28.46666667","15","0","0","0.78289474","false","0","solA_b1059_14","540","0.40093897"
"2.55434783","5.7E-7","0.39148936","0.83333333","4","4","4","false","speA_b2938_15","105.0","4","0","0","0.68913043","false","0","speA_b2938_15","10","0.47727273"
"1.95869565","1.9577E-4","0.51054384","0.82329317","84","84","3","false","speD_b0120_14","159.33333333","84","0","0","0.80826087","false","0","speD_b0120_14","3252","0.40337553"
"1.87826087","5.644E-4","0.53240741","0.75207194","107","107","3","false","speE_b0121_14","151.20560748","107","0","0","0.82434783","false","0","speE_b0121_14","9432","0.36969586"
"1.86756757","0.00144839","0.53545586","0.6426501","70","70","3","false","speF_b0693_15","120.97142857","70","0","0","0.82648649","false","0","speF_b0693_15","10654","0.346623"
"1.82278481","0.00480066","0.54861111","0.6374269","19","19","3","false","speG_b1584_15","28.10526316","19","0","0","0.83544304","false","0","speG_b1584_15","424","0.37980085"
"1.70434783","0.00526845","0.58673469","0.4929773","157","157","3","false","spoT_b3650_15","128.82165605","157","0","0","0.85913043","false","0","spoT_b3650_15","79724","0.29344341"
"1.69736842","0.0179985","0.58914729","0.55076923","26","26","3","false","sppA_b1766_15","25.15384615","26","0","0","0.82565789","false","0","sppA_b1766_15","1002","0.34457323"
"1.5","0.0","0.66666667","0.0","1","1","2","false","spr_b2175_15","2.0","1","0","0","0.75","false","0","spr_b2175_15","0","0.0"
"2.21818182","2.5362E-4","0.45081967","0.76","25","25","4","false","spy_b1743_15","66.72","25","0","0","0.75636364","false","0","spy_b1743_15","566","0.43607843"
"1.69545455","0.01390747","0.58981233","0.59506173","81","81","3","false","sra_b1480_15","71.2345679","81","0","0","0.86090909","false","0","sra_b1480_15","24208","0.34579887"
"1.25","0.02678571","0.8","0.86666667","6","6","2","false","srlA_b2702_14","6.0","6","0","0","0.91666667","false","0","srlA_b2702_14","6","0.75"
"1.25","0.04761905","0.8","0.8","6","6","2","false","gutM_b2706_15","5.83333333","6","0","0","0.91666667","false","0","gutM_b2706_15","8","0.72916667"
"1.625","0.0","0.61538462","1.0","4","4","3","false","rmuC_b3832_15","6.5","4","0","0","0.79166667","false","0","rmuC_b3832_15","0","0.92857143"
"1.125","0.0922619","0.88888889","0.71428571","7","7","2","false","srlB_b2704_15","5.42857143","7","0","0","0.95833333","false","0","srlB_b2704_15","16","0.67857143"
"1.125","0.0922619","0.88888889","0.71428571","7","7","2","false","srlD_b2705_15","5.42857143","7","0","0","0.95833333","false","0","srlD_b2705_15","16","0.67857143"
"1.25","0.02678571","0.8","0.86666667","6","6","2","false","srlE_b2703_14","6.0","6","0","0","0.91666667","false","0","srlE_b2703_14","6","0.75"
"1.25","0.25","0.8","0.66666667","6","6","2","false","srlR_b2707_15","5.5","6","0","0","0.91666667","false","0","srlR_b2707_15","24","0.76190476"
"2.0173913","7.7038E-4","0.49568966","0.71566848","58","58","4","false","srmB_b2576_15","148.03448276","58","0","0","0.79652174","false","0","srmB_b2576_15","9006","0.37382445"
"2.21304348","6.193E-5","0.4518664","0.76623377","22","22","4","false","sroF_b4441_7","133.13636364","22","0","0","0.7573913","false","0","sroF_b4441_7","864","0.38478718"
"2.05555556","0.0","0.48648649","1.0","2","2","3","false","ssb_b4059_15","29.0","2","0","0","0.64814815","false","0","ssb_b4059_15","0","0.90625"
"1.33333333","0.66666667","0.75","0.0","2","2","2","false","sscR_b2765_15","1.5","2","0","0","0.88888889","false","0","sscR_b2765_15","4","0.5"
"1.0","0.0","1.0","1.0","4","4","1","false","sseB_b2522_15","4.0","4","0","0","1.0","false","0","sseB_b2522_15","0","1.0"
"1.05263158","0.0257883","0.95","0.86928105","18","18","2","false","ssnA_b2879_15","15.83333333","18","0","0","0.98245614","false","0","ssnA_b2879_15","44","0.83333333"
"1.8673913","0.00158592","0.5355064","0.58194824","98","98","4","false","sspA_b3229_14","141.84693878","98","0","0","0.82652174","false","0","sspA_b3229_14","20178","0.33454467"
"1.91086957","0.00213894","0.52332196","0.57865169","89","89","4","false","sspB_b3228_14","130.98876404","89","0","0","0.81782609","false","0","sspB_b3228_14","30476","0.31639798"
"1.0","1.0","1.0","0.0","2","2","1","false","ssrS_b2911_15","1.0","2","0","0","1.0","false","0","ssrS_b2911_15","2","0.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","ffs_b0455_14","2.0","1","0","0","0.75","false","0","ffs_b0455_14","0","0.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","ryfD_b4609_15","2.0","1","0","0","0.75","false","0","ryfD_b4609_15","0","0.0"
"2.07317073","0.00168426","0.48235294","0.77777778","9","9","3","false","ssuA_b0936_14","13.77777778","9","0","0","0.73170732","false","0","ssuA_b0936_14","20","0.47509579"
"1.84054054","0.00210384","0.54331865","0.68187034","84","84","3","false","ssuB_b0933_15","121.14285714","84","0","0","0.83189189","false","0","ssuB_b0933_15","12366","0.35113872"
"1.84210526","0.02106656","0.54285714","0.6","5","5","3","false","ssuC_b0934_14","8.0","5","0","0","0.78947368","false","0","ssuC_b0934_14","28","0.47058824"
"2.11081081","2.7452E-4","0.4737516","0.62762763","37","37","3","false","ssuD_b0935_14","95.32432432","37","0","0","0.77783784","false","0","ssuD_b0935_14","1582","0.32645317"
"1.7804878","0.01510176","0.56164384","0.63736264","14","14","3","false","ssuE_b0937_14","16.0","14","0","0","0.80487805","false","0","ssuE_b0937_14","150","0.44444444"
"1.64594595","0.00833214","0.60755337","0.4881436","146","146","3","false","stfR_b1372_15","104.61643836","146","0","0","0.87081081","false","0","stfR_b1372_15","51020","0.29469419"
"1.7","0.0","0.58823529","1.0","3","3","2","false","sthA_b3962_20","8.66666667","3","0","0","0.65","false","0","sthA_b3962_20","0","0.86666667"
"1.2","0.01777778","0.83333333","0.85714286","8","8","2","false","sucA_b0726_15","7.75","8","0","0","0.9","false","0","sucA_b0726_15","8","0.775"
"1.2","0.01777778","0.83333333","0.85714286","8","8","2","false","sucB_b0727_15","7.75","8","0","0","0.9","false","0","sucB_b0727_15","8","0.775"
"1.2","0.01777778","0.83333333","0.85714286","8","8","2","false","sucC_b0728_15","7.75","8","0","0","0.9","false","0","sucC_b0728_15","8","0.775"
"1.4","0.0","0.71428571","1.0","6","6","2","false","sucD_b0729_15","8.0","6","0","0","0.8","false","0","sucD_b0729_15","0","0.8"
"1.99545455","0.00193108","0.50113895","0.79442509","42","42","3","false","sufA_b1684_12","82.5","42","0","0","0.80090909","false","0","sufA_b1684_12","3536","0.46089385"
"2.01363636","0.00192722","0.496614","0.79327731","35","35","3","false","sufB_b1683_14","81.71428571","35","0","0","0.79727273","false","0","sufB_b1683_14","4020","0.44897959"
"2.25454545","3.4321E-4","0.44354839","0.79166667","16","16","4","false","sufC_b1682_13","70.25","16","0","0","0.74909091","false","0","sufC_b1682_13","498","0.45616883"
"2.20454545","3.9865E-4","0.45360825","0.78431373","18","18","4","false","sufD_b1681_14","72.5","18","0","0","0.75909091","false","0","sufD_b1681_14","608","0.45597484"
"2.52272727","0.0","0.3963964","1.0","6","6","4","false","sufE_b1679_14","38.66666667","6","0","0","0.69545455","false","0","sufE_b1679_14","0","0.3452381"
"2.2326087","2.635E-5","0.44790652","0.76190476","21","21","4","false","sufI_b3017_15","113.57142857","21","0","0","0.75347826","false","0","sufI_b3017_15","294","0.33501896"
"2.41818182","4.773E-5","0.41353383","0.88888889","9","9","4","false","sufS_b1680_14","50.0","9","0","0","0.71636364","false","0","sufS_b1680_14","70","0.390625"
"1.5","0.66666667","0.66666667","0.0","2","2","2","false","suhB_b2533_15","2.0","2","0","0","0.875","false","0","suhB_b2533_15","8","0.5"
"1.19444444","0.0720471","0.8372093","0.63793103","29","29","2","false","sulA_b0958_14","19.89655172","29","0","0","0.93518519","false","0","sulA_b0958_14","510","0.55268199"
"1.0","0.66666667","1.0","0.33333333","3","3","1","false","surA_b0053_14","1.66666667","3","0","0","1.0","false","0","surA_b0053_14","4","0.66666667"
"1.66666667","0.0","0.6","0.0","1","1","2","false","ileS_b0026_15","3.0","1","0","0","0.66666667","false","0","ileS_b0026_15","0","0.0"
"1.99130435","0.00343623","0.50218341","0.54204082","50","50","3","false","surE_b2744_14","129.6","50","0","0","0.80173913","false","0","surE_b2744_14","34798","0.31304348"
"1.5","0.0","0.66666667","0.0","1","1","2","false","syd_b2793_14","2.0","1","0","0","0.75","false","0","syd_b2793_14","0","0.0"
"1.0","1.0","1.0","0.0","2","2","1","false","queF_b2794_15","1.0","2","0","0","1.0","false","0","queF_b2794_15","2","0.0"
"1.65909091","0.01494613","0.60273973","0.53239289","88","88","3","false","talA_b2464_15","65.68181818","88","0","0","0.86818182","false","0","talA_b2464_15","59788","0.31730347"
"2.0","0.0","0.5","0.0","1","1","3","false","talB_b0008_15","2.0","1","0","0","0.66666667","false","0","talB_b0008_15","0","0.0"
"1.61818182","0.02120964","0.61797753","0.50891089","101","101","3","false","tam_b1519_15","65.35643564","101","0","0","0.87636364","false","0","tam_b1519_15","52314","0.32195288"
"1.01639344","0.00153505","0.98387097","0.94350282","60","60","2","false","tap_b1885_15","57.55","60","0","0","0.99180328","false","0","tap_b1885_15","200","0.94344262"
"1.0","0.00164607","1.0","0.94098361","61","61","1","false","tar_b1886_14","57.45901639","61","0","0","1.0","false","0","tar_b1886_14","216","0.94195109"
"1.64565217","0.01081671","0.60766182","0.52729238","183","183","3","false","tatA_b3836_12","140.20218579","183","0","0","0.87086957","false","0","tatA_b3836_12","105930","0.31864133"
"1.44347826","0.02233218","0.69277108","0.39256718","265","265","3","false","tatB_b3838_18","126.25283019","265","0","0","0.91130435","false","0","tatB_b3838_18","235118","0.27993976"
"1.81956522","7.1577E-4","0.54958184","0.69758132","110","110","3","false","tatC_b3839_15","162.88181818","110","0","0","0.83608696","false","0","tatC_b3839_15","13776","0.37617048"
"1.41666667","0.44949495","0.70588235","0.17857143","8","8","3","false","tatD_b4483_26","3.0","8","0","0","0.89583333","false","0","tatD_b4483_26","94","0.30555556"
"2.55263158","0.0","0.39175258","0.0","1","1","4","false","tatE_b0627_15","36.0","1","0","0","0.61184211","false","0","tatE_b0627_15","0","0.0"
"2.14634146","2.1576E-4","0.46590909","0.9047619","7","7","3","false","tauA_b0365_15","13.85714286","7","0","0","0.71341463","false","0","tauA_b0365_15","4","0.49489796"
"2.04878049","0.00120436","0.48809524","0.83333333","9","9","3","false","tauB_b0366_15","15.33333333","9","0","0","0.73780488","false","0","tauB_b0366_15","20","0.51111111"
"1.90243902","0.00640325","0.52564103","0.70512821","13","13","3","false","tauC_b0367_14","15.07692308","13","0","0","0.77439024","false","0","tauC_b0367_14","82","0.47115385"
"1.82926829","0.01967604","0.54666667","0.53846154","14","14","3","false","tauD_b0368_15","14.07142857","14","0","0","0.79268293","false","0","tauD_b0368_15","164","0.41386555"
"1.5","0.0","0.66666667","1.0","3","3","2","false","tdcB_b3117_15","4.66666667","3","0","0","0.75","false","0","tdcB_b3117_15","0","0.77777778"
"1.5","0.0","0.66666667","1.0","3","3","2","false","tdcA_b3118_15","4.66666667","3","0","0","0.75","false","0","tdcA_b3118_15","0","0.77777778"
"1.16666667","0.13333333","0.85714286","0.6","5","5","2","false","tdcC_b3116_14","4.0","5","0","0","0.91666667","false","0","tdcC_b3116_14","8","0.66666667"
"1.0","0.28888889","1.0","0.53333333","6","6","1","false","tdcD_b3115_14","3.66666667","6","0","0","1.0","false","0","tdcD_b3115_14","14","0.61111111"
"1.33333333","0.02222222","0.75","0.83333333","4","4","2","false","tdcE_b3114_14","4.5","4","0","0","0.83333333","false","0","tdcE_b3114_14","2","0.75"
"1.33333333","0.02222222","0.75","0.83333333","4","4","2","false","tdcF_b3113_13","4.5","4","0","0","0.83333333","false","0","tdcF_b3113_13","2","0.75"
"1.5","0.0","0.66666667","1.0","3","3","2","false","tdcG_b4471_41","4.66666667","3","0","0","0.75","false","0","tdcG_b4471_41","0","0.77777778"
"1.43010753","0.02260711","0.69924812","0.55974843","54","54","3","false","tdcR_b3119_12","37.51851852","54","0","0","0.89247312","false","0","tdcR_b3119_12","2320","0.40780998"
"2.21505376","0.0","0.45145631","1.0","3","3","4","false","psrO_b4449_14","56.33333333","3","0","0","0.69623656","false","0","psrO_b4449_14","0","0.79342723"
"1.25","0.11607143","0.8","0.66666667","6","6","2","false","tdh_b3616_14","4.83333333","6","0","0","0.91666667","false","0","tdh_b3616_14","12","0.60416667"
"1.69620253","0.02743442","0.58955224","0.51612903","31","31","4","false","tdk_b1238_15","26.12903226","31","0","0","0.86075949","false","0","tdk_b1238_15","1906","0.35793195"
"2.0","0.00416855","0.5","0.65384615","13","13","3","false","tehA_b1429_15","24.76923077","13","0","0","0.75","false","0","tehA_b1429_15","150","0.39316239"
"1.81578947","0.01267517","0.55072464","0.54545455","23","23","3","false","tehB_b1430_15","23.73913043","23","0","0","0.79605263","false","0","tehB_b1430_15","692","0.35431538"
"1.4","0.03333333","0.71428571","0.66666667","3","3","2","false","tfaE_b1156_15","3.66666667","3","0","0","0.8","false","0","tfaE_b1156_15","2","0.73333333"
"1.2","0.13333333","0.83333333","0.5","4","4","2","false","stfE_b1157_14","3.25","4","0","0","0.9","false","0","stfE_b1157_14","6","0.65"
"2.3972973","2.656E-5","0.41713641","0.74242424","12","12","4","false","tfaS_b2353_7","82.08333333","12","0","0","0.72054054","false","0","tfaS_b2353_7","90","0.37652905"
"1.77826087","3.9639E-4","0.56234719","0.81221374","131","131","3","false","tff_b4414_7","165.11450382","131","0","0","0.84434783","false","0","tff_b4414_7","16160","0.3830963"
"1.82391304","0.00290906","0.54827175","0.625","129","129","4","false","tgt_b0406_15","135.35658915","129","0","0","0.83521739","false","0","tgt_b0406_15","36038","0.32773993"
"1.61038961","0.00217097","0.62096774","0.79938543","68","68","3","false","thiC_b3994_14","78.72058824","68","0","0","0.8474026","false","0","thiC_b3994_14","2540","0.53918211"
"1.66233766","0.0019883","0.6015625","0.77206312","59","59","3","false","thiD_b2103_15","77.40677966","59","0","0","0.83441558","false","0","thiD_b2103_15","1914","0.52657673"
"1.46753247","0.00375906","0.68141593","0.73729063","83","83","3","false","thiE_b3993_14","78.01204819","83","0","0","0.88311688","false","0","thiE_b3993_14","4668","0.50988267"
"1.42207792","0.00528994","0.70319635","0.70162297","90","90","3","false","thiF_b3992_14","76.33333333","90","0","0","0.89448052","false","0","thiF_b3992_14","6178","0.49891068"
"1.66233766","0.00153335","0.6015625","0.80874317","61","61","3","false","thiG_b3991_14","80.40983607","61","0","0","0.83441558","false","0","thiG_b3991_14","1594","0.55455059"
"1.48051948","0.00571989","0.6754386","0.71495739","83","83","3","false","thiH_b3990_14","75.20481928","83","0","0","0.87987013","false","0","thiH_b3990_14","6232","0.49804516"
"1.0","0.0","1.0","0.0","1","1","1","false","thiI_b0423_15","1.0","1","0","0","1.0","false","0","thiI_b0423_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","emrA_b2685_15","1.0","1","0","0","1.0","false","0","emrA_b2685_15","0","0.0"
"1.6","0.0","0.625","1.0","2","2","2","false","thiK_b1106_15","3.5","2","0","0","0.7","false","0","thiK_b1106_15","0","0.7"
"1.6","0.0","0.625","1.0","2","2","2","false","nagZ_b1107_14","3.5","2","0","0","0.7","false","0","nagZ_b1107_14","0","0.7"
"1.33333333","0.0","0.75","1.0","2","2","2","false","thiL_b0417_14","2.5","2","0","0","0.83333333","false","0","thiL_b0417_14","0","0.83333333"
"1.51948052","0.00398469","0.65811966","0.73320351","79","79","3","false","thiM_b2104_14","76.5443038","79","0","0","0.87012987","false","0","thiM_b2104_14","3498","0.51372016"
"1.95121951","0.00291796","0.5125","0.78181818","11","11","3","false","thiQ_b0066_14","17.0","11","0","0","0.76219512","false","0","thiQ_b0066_14","50","0.53125"
"1.70779221","0.00242935","0.58555133","0.75877193","57","57","3","false","thiS_b4407_15","75.0877193","57","0","0","0.82305195","false","0","thiS_b4407_15","2584","0.52878676"
"1.58441558","0.00183938","0.63114754","0.79378882","70","70","3","false","thrA_b0002_15","79.62857143","70","0","0","0.8538961","false","0","thrA_b0002_15","1926","0.53803089"
"1.51948052","0.00399895","0.65811966","0.73709834","79","79","3","false","thrB_b0003_15","77.29113924","79","0","0","0.87012987","false","0","thrB_b0003_15","3702","0.51873248"
"1.67532468","5.9617E-4","0.59689922","0.87375804","59","59","3","false","thrC_b0004_15","82.47457627","59","0","0","0.83116883","false","0","thrC_b0004_15","632","0.56879018"
"1.0","0.0","1.0","1.0","2","2","1","false","thrL_b0001_9","2.0","2","0","0","1.0","false","0","thrL_b0001_9","0","1.0"
"2.84810127","0.02531646","0.35111111","0.0","2","2","4","false","thrS_b1719_14","9.5","2","0","0","0.63037975","false","0","thrS_b1719_14","1200","0.5"
"3.83544304","0.0","0.26072607","0.0","1","1","5","false","infC_b1718_14","2.0","1","0","0","0.43291139","false","0","infC_b1718_14","0","0.0"
"1.81304348","0.0027734","0.55155875","0.62045532","109","109","3","false","thrT_b3979_15","154.40366972","109","0","0","0.8373913","false","0","thrT_b3979_15","36408","0.35332648"
"1.74565217","0.00166473","0.57285181","0.58785571","138","138","4","false","thyA_b2827_14","151.13043478","138","0","0","0.85086957","false","0","thyA_b2827_14","30228","0.34347826"
"1.65869565","0.00276881","0.60288336","0.5937306","180","180","3","false","tig_b0436_15","141.96666667","180","0","0","0.86826087","false","0","tig_b0436_15","57822","0.32486651"
"1.33333333","0.08333333","0.75","0.6","6","6","2","false","tilS_b0188_15","4.83333333","6","0","0","0.88888889","false","0","tilS_b0188_15","14","0.53703704"
"1.36111111","0.00570056","0.73469388","0.8458498","23","23","2","false","tisA_b4617_4","22.82608696","23","0","0","0.87962963","false","0","tisA_b4617_4","102","0.63405797"
"1.33333333","0.0072147","0.75","0.82608696","24","24","2","false","tisB_b4618_4","22.66666667","24","0","0","0.88888889","false","0","tisB_b4618_4","146","0.62962963"
"2.03913043","8.847E-5","0.49040512","0.78546099","48","48","4","false","tktA_b2935_14","157.95833333","48","0","0","0.79217391","false","0","tktA_b2935_14","1506","0.39989451"
"1.62727273","0.01527315","0.61452514","0.54152368","94","94","3","false","tktB_b2465_15","68.75531915","94","0","0","0.87454545","false","0","tktB_b2465_15","41490","0.33055442"
"1.0","0.0","1.0","1.0","3","3","1","false","tldD_b3244_14","3.0","3","0","0","1.0","false","0","tldD_b3244_14","0","1.0"
"1.33333333","0.0","0.75","1.0","2","2","2","false","tmk_b1098_15","2.5","2","0","0","0.83333333","false","0","tmk_b1098_15","0","0.83333333"
"1.33333333","0.0","0.75","1.0","2","2","2","false","pabC_b1096_15","2.5","2","0","0","0.83333333","false","0","pabC_b1096_15","0","0.83333333"
