"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","degree.layout","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.11621622","1.775E-5","0.47254151","0.88333333","16","16","3","false","mdtB_b2075_15","155.5","16","0","0","0.77675676","false","0","mdtB_b2075_15","160","0.5"
"2.11351351","1.2686E-4","0.47314578","0.73789174","27","27","4","false","mdtC_b2076_15","109.07407407","27","0","0","0.7772973","false","0","mdtC_b2076_15","826","0.36117243"
"2.29459459","4.652E-5","0.43580683","0.79738562","18","18","4","false","mdtD_b2077_15","89.11111111","18","0","0","0.74108108","false","0","mdtD_b2077_15","240","0.36224029"
"2.54090909","5.6733E-4","0.39355993","0.77777778","19","19","4","false","mdtE_b3513_15","30.84210526","19","0","0","0.69181818","false","0","mdtE_b3513_15","4606","0.32465374"
"2.56818182","4.634E-5","0.38938053","0.9047619","15","15","4","false","mdtF_b3514_15","33.86666667","15","0","0","0.68636364","false","0","mdtF_b3514_15","56","0.36415771"
"1.70810811","0.00490932","0.58544304","0.5688931","122","122","3","false","mdtH_b1065_14","115.20491803","122","0","0","0.85837838","false","0","mdtH_b1065_14","25616","0.32360932"
"1.0","0.0","1.0","0.0","1","1","1","false","mdtJ_b1600_13","1.0","1","0","0","1.0","false","0","mdtJ_b1600_13","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","mdtI_b1599_13","1.0","1","0","0","1.0","false","0","mdtI_b1599_13","0","0.0"
"2.32972973","5.86E-6","0.42923434","0.88888889","9","9","4","false","mdtK_b1663_15","107.66666667","9","0","0","0.73405405","false","0","mdtK_b1663_15","22","0.4430727"
"1.55555556","0.01388889","0.64285714","0.83333333","4","4","2","false","mdtO_b4081_28","5.25","4","0","0","0.81481481","false","0","mdtO_b4081_28","4","0.58333333"
"1.66666667","0.01851852","0.6","0.66666667","4","4","3","false","mdtN_b4082_14","5.0","4","0","0","0.77777778","false","0","mdtN_b4082_14","4","0.625"
"1.11111111","0.50462963","0.9","0.32142857","8","8","2","false","mdtP_b4080_15","3.375","8","0","0","0.96296296","false","0","mdtP_b4080_15","46","0.40625"
"1.0","0.0","1.0","0.0","1","1","1","false","melB_b4120_15","1.0","1","0","0","1.0","false","0","melB_b4120_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","melA_b4119_15","1.0","1","0","0","1.0","false","0","melA_b4119_15","0","0.0"
"2.57272727","0.0","0.38869258","1.0","2","2","4","false","menA_b3930_14","76.0","2","0","0","0.68545455","false","0","menA_b3930_14","0","0.74509804"
"1.6","0.0","0.625","1.0","2","2","2","false","mepA_b2328_14","3.5","2","0","0","0.7","false","0","mepA_b2328_14","0","0.7"
"1.6","0.0","0.625","1.0","2","2","2","false","aroC_b2329_14","3.5","2","0","0","0.7","false","0","aroC_b2329_14","0","0.7"
"1.62987013","0.00588404","0.61354582","0.73798077","65","65","3","false","metA_b4013_15","73.95384615","65","0","0","0.84253247","false","0","metA_b4013_15","4194","0.50653319"
"1.3961039","0.00795988","0.71627907","0.67765311","93","93","2","false","metC_b3008_15","74.84946237","93","0","0","0.90097403","false","0","metC_b3008_15","7190","0.48603547"
"1.47402597","0.00486146","0.6784141","0.7311196","83","83","3","false","metE_b3829_15","77.03614458","83","0","0","0.88149351","false","0","metE_b3829_15","4742","0.50681674"
"1.74675325","0.0032808","0.57249071","0.80442177","49","49","3","false","metF_b3941_15","74.65306122","49","0","0","0.81331169","false","0","metF_b3941_15","2404","0.51842404"
"2.09090909","0.00129734","0.47826087","0.75641026","13","13","3","false","metI_b0198_14","71.30769231","13","0","0","0.72727273","false","0","metI_b0198_14","828","0.56147789"
"2.56493506","0.0","0.38987342","1.0","3","3","4","false","metK_b2942_15","30.0","3","0","0","0.60876623","false","0","metK_b2942_15","0","0.42857143"
"2.27272727","3.9885E-4","0.44","0.76190476","7","7","4","false","metN_b0199_14","50.28571429","7","0","0","0.68181818","false","0","metN_b0199_14","152","0.47439353"
"1.58441558","0.0170414","0.63114754","0.71138716","70","70","3","false","metQ_b0197_15","74.84285714","70","0","0","0.8538961","false","0","metQ_b0197_15","8732","0.50569498"
"1.14285714","0.06746032","0.875","0.8","6","6","2","false","metT_b0673_16","5.16666667","6","0","0","0.95238095","false","0","metT_b0673_16","10","0.73809524"
"1.61538462","0.04594017","0.61904762","0.7","5","5","2","false","mglA_b2149_14","5.4","5","0","0","0.79487179","false","0","mglA_b2149_14","20","0.41538462"
"2.23076923","0.0","0.44827586","1.0","3","3","3","false","galS_b2151_14","5.33333333","3","0","0","0.58974359","false","0","galS_b2151_14","0","0.76190476"
"1.46153846","0.34081197","0.68421053","0.33333333","7","7","2","false","mglB_b2150_14","3.85714286","7","0","0","0.84615385","false","0","mglB_b2150_14","66","0.32467532"
"2.38461538","0.0","0.41935484","0.0","1","1","3","false","dctA_b3528_15","7.0","1","0","0","0.53846154","false","0","dctA_b3528_15","0","0.0"
"1.76923077","0.02564103","0.56521739","0.83333333","4","4","3","false","mglC_b2148_14","6.0","4","0","0","0.74358974","false","0","mglC_b2148_14","12","0.5"
"2.61086957","0.0","0.38301415","1.0","2","2","4","false","mgtA_b4242_15","123.0","2","0","0","0.67782609","false","0","mgtA_b4242_15","0","0.6373057"
"1.0","0.0","1.0","1.0","3","3","1","false","mhpA_b0347_15","3.0","3","0","0","1.0","false","0","mhpA_b0347_15","0","1.0"
"1.0","0.0","1.0","1.0","3","3","1","false","djlB_b0646_15","3.0","3","0","0","1.0","false","0","djlB_b0646_15","0","1.0"
"1.0","0.0","1.0","1.0","3","3","1","false","mhpB_b0348_14","3.0","3","0","0","1.0","false","0","mhpB_b0348_14","0","1.0"
"1.0","0.66666667","1.0","0.33333333","3","3","1","false","mhpD_b0350_14","1.66666667","3","0","0","1.0","false","0","mhpD_b0350_14","4","0.66666667"
"1.33333333","0.0","0.75","1.0","2","2","2","false","mhpC_b0349_15","2.5","2","0","0","0.83333333","false","0","mhpC_b0349_15","0","0.83333333"
"1.66666667","0.0","0.6","0.0","1","1","2","false","mhpE_b0352_15","3.0","1","0","0","0.66666667","false","0","mhpE_b0352_15","0","0.0"
"1.33333333","0.0","0.75","1.0","2","2","2","false","mhpF_b0351_15","2.5","2","0","0","0.83333333","false","0","mhpF_b0351_15","0","0.83333333"
"1.66666667","0.0","0.6","0.0","1","1","2","false","mhpR_b0346_15","3.0","1","0","0","0.66666667","false","0","mhpR_b0346_15","0","0.0"
"1.94736842","0.11744639","0.51351351","0.3","5","5","3","false","mhpT_b0353_14","6.0","5","0","0","0.76315789","false","0","mhpT_b0353_14","84","0.43076923"
"1.0","0.0","1.0","0.0","1","1","1","false","miaA_b4171_15","1.0","1","0","0","1.0","false","0","miaA_b4171_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","hfq_b4172_14","1.0","1","0","0","1.0","false","0","hfq_b4172_14","0","0.0"
"2.11842105","0.00142815","0.47204969","0.66666667","7","7","3","false","minC_b1176_15","24.28571429","7","0","0","0.72039474","false","0","minC_b1176_15","64","0.4047619"
"1.0","0.0","1.0","1.0","2","2","1","false","minD_b1175_14","2.0","2","0","0","1.0","false","0","minD_b1175_14","0","1.0"
"1.0","0.0","1.0","1.0","2","2","1","false","gloA_b1651_15","2.0","2","0","0","1.0","false","0","gloA_b1651_15","0","1.0"
"1.0","0.0","1.0","1.0","2","2","1","false","minE_b1174_15","2.0","2","0","0","1.0","false","0","minE_b1174_15","0","1.0"
"1.8326087","5.1833E-4","0.54567023","0.73179333","107","107","3","false","mioC_b3742_15","164.70093458","107","0","0","0.83347826","false","0","mioC_b3742_15","11164","0.38302543"
"1.84810127","0.00470303","0.54109589","0.64761905","21","21","4","false","mipA_b1782_14","29.0952381","21","0","0","0.83037975","false","0","mipA_b1782_14","426","0.40979209"
"1.68636364","0.00793239","0.59299191","0.57889237","88","88","3","false","mlrA_b2127_15","70.35227273","88","0","0","0.86272727","false","0","mlrA_b2127_15","22906","0.35001131"
"1.66666667","0.0","0.6","0.0","1","1","2","false","mltA_b2813_14","3.0","1","0","0","0.66666667","false","0","mltA_b2813_14","0","0.0"
"2.1673913","5.793E-5","0.46138415","0.83384615","26","26","4","false","mltC_b2963_15","132.11538462","26","0","0","0.76652174","false","0","mltC_b2963_15","1264","0.36597059"
"1.66666667","0.0","0.6","1.0","3","3","2","false","mmuM_b0261_15","6.66666667","3","0","0","0.77777778","false","0","mmuM_b0261_15","0","0.74074074"
"1.6","0.0","0.625","1.0","2","2","2","false","mngB_b0732_15","4.5","2","0","0","0.7","false","0","mngB_b0732_15","0","0.9"
"1.2","0.1","0.83333333","0.66666667","4","4","2","false","adrA_b0385_15","3.5","4","0","0","0.9","false","0","adrA_b0385_15","4","0.7"
"1.7721519","0.01068587","0.56428571","0.57666667","25","25","3","false","mnmA_b1133_14","26.04","25","0","0","0.84556962","false","0","mnmA_b1133_14","862","0.36166667"
"2.40217391","1.278E-5","0.41628959","0.74725275","14","14","4","false","mnmE_b3706_15","102.64285714","14","0","0","0.71956522","false","0","mnmE_b3706_15","154","0.37875593"
"1.81304348","0.00398011","0.55155875","0.57987032","117","117","3","false","mnmG_b3741_14","142.33333333","117","0","0","0.8373913","false","0","mnmG_b3741_14","61306","0.33177933"
"2.0","0.0","0.5","0.0","1","1","3","false","mntR_b0817_14","5.0","1","0","0","0.66666667","false","0","mntR_b0817_14","0","0.0"
"1.0","0.0","1.0","1.0","4","4","1","false","moaB_b0782_15","4.0","4","0","0","1.0","false","0","moaB_b0782_15","0","1.0"
"1.0","0.0","1.0","1.0","4","4","1","false","moaA_b0781_15","4.0","4","0","0","1.0","false","0","moaA_b0781_15","0","1.0"
"1.0","0.0","1.0","1.0","4","4","1","false","moaC_b0783_14","4.0","4","0","0","1.0","false","0","moaC_b0783_14","0","1.0"
"1.0","0.0","1.0","1.0","4","4","1","false","moaD_b0784_15","4.0","4","0","0","1.0","false","0","moaD_b0784_15","0","1.0"
"1.0","0.0","1.0","1.0","4","4","1","false","moaE_b0785_15","4.0","4","0","0","1.0","false","0","moaE_b0785_15","0","1.0"
"1.5","0.0","0.66666667","0.0","1","1","2","false","mobB_b3856_15","2.0","1","0","0","0.75","false","0","mobB_b3856_15","0","0.0"
"1.0","1.0","1.0","0.0","2","2","1","false","mobA_b3857_14","1.0","2","0","0","1.0","false","0","mobA_b3857_14","2","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","modB_b0764_15","1.0","1","0","0","1.0","false","0","modB_b0764_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","modA_b0763_15","1.0","1","0","0","1.0","false","0","modA_b0763_15","0","0.0"
"1.49180328","9.373E-5","0.67032967","0.98709677","31","31","2","false","modC_b0765_15","59.64516129","31","0","0","0.75409836","false","0","modC_b0765_15","12","0.97778953"
"2.5","0.0","0.4","0.0","1","1","4","false","moeB_b0826_15","2.0","1","0","0","0.625","false","0","moeB_b0826_15","0","0.0"
"1.75","0.5","0.57142857","0.0","2","2","3","false","moeA_b0827_14","1.5","2","0","0","0.8125","false","0","moeA_b0827_14","6","0.5"
"2.40217391","4.013E-5","0.41628959","0.77777778","10","10","4","false","mog_b0009_15","103.0","10","0","0","0.71956522","false","0","mog_b0009_15","568","0.37184116"
"1.6","0.0","0.625","1.0","2","2","2","false","mokB_b1420_5","3.5","2","0","0","0.7","false","0","mokB_b1420_5","0","0.7"
"1.0","0.00164607","1.0","0.94098361","61","61","1","false","motA_b1890_14","57.45901639","61","0","0","1.0","false","0","motA_b1890_14","216","0.94195109"
"1.0","0.00164607","1.0","0.94098361","61","61","1","false","motB_b1889_14","57.45901639","61","0","0","1.0","false","0","motB_b1889_14","216","0.94195109"
"1.68965517","0.03758432","0.59183673","0.48888889","10","10","3","false","mpaA_b1326_14","10.2","10","0","0","0.82758621","false","0","mpaA_b1326_14","140","0.36428571"
"1.0","0.11111111","1.0","0.66666667","4","4","1","false","mpl_b4233_15","3.0","4","0","0","1.0","false","0","mpl_b4233_15","4","0.75"
"1.25","0.05555556","0.8","0.66666667","3","3","2","false","alr_b4053_15","3.33333333","3","0","0","0.875","false","0","alr_b4053_15","2","0.83333333"
"1.25","0.05555556","0.8","0.66666667","3","3","2","false","fldB_b2895_15","3.33333333","3","0","0","0.875","false","0","fldB_b2895_15","2","0.83333333"
"1.91521739","7.6506E-4","0.52213394","0.64105263","76","76","3","false","mprA_b2684_15","149.28947368","76","0","0","0.81695652","false","0","mprA_b2684_15","10312","0.3529302"
"1.77777778","0.01204482","0.5625","0.66666667","6","6","3","false","mraW_b0082_15","8.5","6","0","0","0.80555556","false","0","mraW_b0082_15","14","0.53125"
"1.44444444","0.09537815","0.69230769","0.51111111","10","10","2","false","mraY_b0087_15","7.3","10","0","0","0.88888889","false","0","mraY_b0087_15","86","0.40555556"
"2.0","0.0","0.5","1.0","3","3","3","false","mraZ_b0081_15","9.0","3","0","0","0.75","false","0","mraZ_b0081_15","0","0.6"
"1.75","0.0","0.57142857","0.0","1","1","2","false","mrdB_b0634_15","4.0","1","0","0","0.625","false","0","mrdB_b0634_15","0","0.0"
"1.56086957","0.00636593","0.64066852","0.50965542","213","213","3","false","mreB_b3251_15","140.61502347","213","0","0","0.88782609","false","0","mreB_b3251_15","101958","0.31317377"
"1.94347826","5.8756E-4","0.51454139","0.61017544","76","76","3","false","mreC_b3250_15","135.01315789","76","0","0","0.81130435","false","0","mreC_b3250_15","9358","0.32930039"
"1.86304348","0.00226702","0.53675613","0.62693299","97","97","3","false","mreD_b3249_14","148.31958763","97","0","0","0.8273913","false","0","mreD_b3249_14","25796","0.34816805"
"2.15652174","1.2151E-4","0.46370968","0.72972973","37","37","4","false","mrp_b2113_14","123.21621622","37","0","0","0.76869565","false","0","mrp_b2113_14","1510","0.34708793"
"2.0","0.0","0.5","0.0","1","1","3","false","mrr_b4351_15","3.0","1","0","0","0.66666667","false","0","mrr_b4351_15","0","0.0"
"1.25","0.83333333","0.8","0.0","3","3","2","false","exuR_b3094_15","1.33333333","3","0","0","0.91666667","false","0","exuR_b3094_15","10","0.33333333"
"1.91139241","0.00561662","0.52317881","0.63333333","16","16","4","false","msbA_b0914_14","28.4375","16","0","0","0.81772152","false","0","msbA_b0914_14","362","0.40052817"
"1.92307692","0.00576923","0.52","0.83333333","4","4","3","false","msrB_b1778_14","5.75","4","0","0","0.69230769","false","0","msrB_b1778_14","4","0.575"
"1.52272727","0.01626907","0.65671642","0.51038422","108","108","3","false","msyB_b1051_15","68.08333333","108","0","0","0.89545455","false","0","msyB_b1051_15","49010","0.31374808"
"1.6","0.0","0.625","1.0","2","2","2","false","mtfA_b1976_15","3.5","2","0","0","0.7","false","0","mtfA_b1976_15","0","0.7"
"1.0","0.0","1.0","0.0","1","1","1","false","mtlR_b3601_15","1.0","1","0","0","1.0","false","0","mtlR_b3601_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","mtlD_b3600_15","1.0","1","0","0","1.0","false","0","mtlD_b3600_15","0","0.0"
"1.76086957","0.00304738","0.56790123","0.53742565","134","134","3","false","mtn_b0159_14","139.07462687","134","0","0","0.84782609","false","0","mtn_b0159_14","43208","0.3189785"
"2.91086957","1.058E-5","0.34353996","0.73333333","6","6","5","false","mukB_b0924_15","28.33333333","6","0","0","0.61782609","false","0","mukB_b0924_15","22","0.34552846"
"1.93913043","0.0066076","0.51569507","0.48701299","77","77","4","false","mukE_b0923_15","119.81818182","77","0","0","0.81217391","false","0","mukE_b0923_15","75882","0.29082083"
"2.23913043","7.6512E-4","0.44660194","0.57549858","27","27","4","false","mukF_b0922_15","89.74074074","27","0","0","0.75217391","false","0","mukF_b0922_15","11178","0.27527835"
"1.45434783","0.01648841","0.68759342","0.4183908","261","261","3","false","murA_b3189_14","129.69731801","261","0","0","0.90913043","false","0","murA_b3189_14","188776","0.28821626"
"1.7","0.00299805","0.58823529","0.51819123","159","159","3","false","murB_b3972_15","135.83018868","159","0","0","0.86","false","0","murB_b3972_15","59242","0.30940817"
"1.61111111","0.12075941","0.62068966","0.57142857","8","8","3","false","murC_b0091_14","7.75","8","0","0","0.84722222","false","0","murC_b0091_14","78","0.4765625"
"1.66666667","0.02217554","0.6","0.76190476","7","7","3","false","murD_b0088_15","8.71428571","7","0","0","0.83333333","false","0","murD_b0088_15","26","0.51260504"
"1.61111111","0.03328665","0.62068966","0.64285714","8","8","3","false","murE_b0085_15","8.125","8","0","0","0.84722222","false","0","murE_b0085_15","30","0.47794118"
"2.22222222","0.0","0.45","1.0","3","3","3","false","murF_b0086_14","8.33333333","3","0","0","0.69444444","false","0","murF_b0086_14","0","0.75757576"
"1.5","0.06688453","0.66666667","0.52777778","9","9","2","false","murG_b0090_15","7.66666667","9","0","0","0.875","false","0","murG_b0090_15","70","0.42592593"
"1.88043478","0.00757203","0.53179191","0.50372807","96","96","4","false","murI_b3967_15","115.39583333","96","0","0","0.82391304","false","0","murI_b3967_15","71614","0.27472718"
"2.4173913","1.353E-5","0.41366906","0.88235294","17","17","4","false","mcrB_b4346_15","92.0","17","0","0","0.71652174","false","0","mcrB_b4346_15","172","0.35249042"
"2.0","0.0","0.5","0.0","1","1","3","false","murP_b2429_14","8.0","1","0","0","0.66666667","false","0","murP_b2429_14","0","0.0"
"1.11111111","0.30277778","0.9","0.5","8","8","2","false","fryC_b2386_15","5.0","8","0","0","0.96296296","false","0","fryC_b2386_15","36","0.609375"
"2.17826087","9.458E-5","0.45908184","0.68092692","34","34","4","false","mutL_b4170_14","114.41176471","34","0","0","0.76434783","false","0","mutL_b4170_14","1102","0.3297169"
"1.93913043","4.1559E-4","0.51569507","0.76768968","69","69","3","false","mutY_b2961_15","164.27536232","69","0","0","0.81217391","false","0","mutY_b2961_15","6548","0.3920653"
"1.23529412","0.00729167","0.80952381","0.91025641","13","13","2","false","nac_b1988_14","13.0","13","0","0","0.92156863","false","0","nac_b1988_14","16","0.76470588"
"1.33766234","0.01121341","0.74757282","0.64298195","102","102","2","false","nadA_b0750_15","72.99019608","102","0","0","0.91558442","false","0","nadA_b0750_15","9766","0.47396231"
"2.15584416","4.975E-5","0.46385542","0.87179487","13","13","3","false","nadB_b2574_15","70.76923077","13","0","0","0.71103896","false","0","nadB_b2574_15","34","0.60486522"
"1.75","0.0","0.57142857","0.0","1","1","2","false","nadD_b0639_14","4.0","1","0","0","0.625","false","0","nadD_b0639_14","0","0.0"
"2.19480519","0.0","0.4556213","1.0","8","8","3","false","nadE_b1740_15","84.5","8","0","0","0.7012987","false","0","nadE_b1740_15","0","0.72844828"
"2.5","0.0","0.4","0.0","1","1","4","false","nagB_b0678_15","2.0","1","0","0","0.625","false","0","nagB_b0678_15","0","0.0"
"1.75","0.5","0.57142857","0.0","2","2","3","false","nagA_b0677_15","1.5","2","0","0","0.8125","false","0","nagA_b0677_15","6","0.5"
"1.5","0.66666667","0.66666667","0.0","2","2","2","false","nagC_b0676_14","2.0","2","0","0","0.875","false","0","nagC_b0676_14","8","0.5"
"1.76470588","0.0","0.56666667","1.0","4","4","2","false","nagD_b0675_14","10.0","4","0","0","0.74509804","false","0","nagD_b0675_14","0","0.58823529"
"1.2","0.0","0.83333333","1.0","4","4","2","false","nanE_b3223_13","4.25","4","0","0","0.9","false","0","nanE_b3223_13","0","0.85"
"1.2","0.0","0.83333333","1.0","4","4","2","false","nanA_b3225_15","4.25","4","0","0","0.9","false","0","nanA_b3225_15","0","0.85"
"1.2","0.0","0.83333333","1.0","4","4","2","false","nanK_b3222_14","4.25","4","0","0","0.9","false","0","nanK_b3222_14","0","0.85"
"2.39347826","1.41E-6","0.417802","0.88888889","10","10","4","false","nanR_b3226_15","102.1","10","0","0","0.72130435","false","0","nanR_b3226_15","24","0.36594982"
"1.0","0.4","1.0","0.6","5","5","1","false","nanT_b3224_15","3.4","5","0","0","1.0","false","0","nanT_b3224_15","8","0.8"
"1.8","0.0","0.55555556","0.0","1","1","2","false","dsdX_b2365_15","5.0","1","0","0","0.6","false","0","dsdX_b2365_15","0","0.0"
"2.41935484","0.00302329","0.41333333","0.73333333","10","10","4","false","napA_b2206_14","13.6","10","0","0","0.64516129","false","0","napA_b2206_14","212","0.46896552"
"2.38709677","0.00311623","0.41891892","0.74545455","11","11","4","false","napB_b2203_15","14.18181818","11","0","0","0.65322581","false","0","napB_b2203_15","290","0.47272727"
"2.09677419","0.02478492","0.47692308","0.58333333","16","16","3","false","napC_b2202_14","17.8125","16","0","0","0.72580645","false","0","napC_b2202_14","1860","0.4453125"
"2.03225806","0.01819843","0.49206349","0.60294118","17","17","3","false","napD_b2207_15","16.76470588","17","0","0","0.74193548","false","0","napD_b2207_15","1526","0.38987688"
"2.0483871","0.01847828","0.48818898","0.59558824","17","17","3","false","napF_b2208_14","17.52941176","17","0","0","0.73790323","false","0","napF_b2208_14","1644","0.41736695"
"2.40322581","0.00609241","0.41610738","0.62121212","12","12","4","false","napG_b2205_15","12.58333333","12","0","0","0.64919355","false","0","napG_b2205_15","392","0.44940476"
"2.66129032","0.00477009","0.37575758","0.60606061","12","12","4","false","napH_b2204_14","12.91666667","12","0","0","0.58467742","false","0","napH_b2204_14","122","0.47839506"
"1.80645161","0.0595704","0.55357143","0.55","16","16","3","false","narG_b1224_14","20.5","16","0","0","0.7983871","false","0","narG_b1224_14","3188","0.35344828"
"1.8","0.0","0.55555556","1.0","3","3","3","false","narH_b1225_14","5.66666667","3","0","0","0.73333333","false","0","narH_b1225_14","0","0.62962963"
"1.7","0.00740741","0.58823529","0.83333333","4","4","3","false","narI_b1227_15","5.25","4","0","0","0.76666667","false","0","narI_b1227_15","2","0.58333333"
"1.7","0.00740741","0.58823529","0.83333333","4","4","3","false","narJ_b1226_15","5.25","4","0","0","0.76666667","false","0","narJ_b1226_15","2","0.58333333"
"2.0483871","0.01574646","0.48818898","0.58479532","19","19","3","false","narK_b1223_15","16.42105263","19","0","0","0.73790323","false","0","narK_b1223_15","1556","0.41052632"
"2.25945946","3.8643E-4","0.44258373","0.62770563","22","22","4","false","narQ_b2469_15","71.90909091","22","0","0","0.74810811","false","0","narQ_b2469_15","1452","0.28422566"
"1.89459459","6.5229E-4","0.5278174","0.68221154","65","65","3","false","narU_b1469_15","116.83076923","65","0","0","0.82108108","false","0","narU_b1469_15","5052","0.33962433"
"1.62702703","0.00845944","0.61461794","0.46684564","150","150","3","false","narV_b1465_14","103.08","150","0","0","0.87459459","false","0","narV_b1465_14","47274","0.28793296"
"1.77567568","0.00211408","0.56316591","0.60049474","99","99","3","false","narW_b1466_15","117.32323232","99","0","0","0.84486486","false","0","narW_b1466_15","16276","0.33142156"
"1.4","0.4","0.71428571","0.33333333","3","3","2","false","narX_b1222_14","2.33333333","3","0","0","0.86666667","false","0","narX_b1222_14","8","0.5"
"1.6","0.0","0.625","1.0","2","2","2","false","narL_b1221_14","3.5","2","0","0","0.8","false","0","narL_b1221_14","0","0.7"
"1.92432432","5.6881E-4","0.51966292","0.68481549","58","58","3","false","narY_b1467_15","115.5","58","0","0","0.81513514","false","0","narY_b1467_15","4320","0.33970588"
"1.81621622","0.00174018","0.55059524","0.61668003","87","87","3","false","narZ_b1468_14","113.11494253","87","0","0","0.83675676","false","0","narZ_b1468_14","14558","0.32226479"
"1.0","0.5","1.0","0.5","4","4","1","false","ndh_b1109_15","2.5","4","0","0","1.0","false","0","ndh_b1109_15","6","0.75"
"2.04347826","2.0947E-4","0.4893617","0.73426573","66","66","4","false","nfi_b3998_15","119.56060606","66","0","0","0.79130435","false","0","nfi_b3998_15","2296","0.3162979"
"1.87567568","0.01197858","0.53314121","0.55652174","70","70","3","false","nfrA_b0568_14","109.67142857","70","0","0","0.82486486","false","0","nfrA_b0568_14","38186","0.31696945"
"2.35135135","3.1408E-4","0.42528736","0.66666667","7","7","4","false","envY_b0566_15","107.28571429","7","0","0","0.72972973","false","0","envY_b0566_15","1248","0.45460048"
"2.87027027","0.0","0.34839925","1.0","2","2","4","false","nfrB_b0569_14","36.5","2","0","0","0.62594595","false","0","nfrB_b0569_14","0","0.52142857"
"2.24565217","8.878E-5","0.44530494","0.6952381","15","15","4","false","nfsA_b0851_15","108.53333333","15","0","0","0.75086957","false","0","nfsA_b0851_15","760","0.32205737"
"1.85714286","0.0","0.53846154","1.0","2","2","3","false","nfsB_b0578_15","5.0","2","0","0","0.71428571","false","0","nfsB_b0578_15","0","0.83333333"
"1.66666667","0.0","0.6","1.0","2","2","2","false","nhaB_b1186_15","4.0","2","0","0","0.66666667","false","0","nhaB_b1186_15","0","0.66666667"
"1.66666667","0.0","0.6","1.0","2","2","2","false","cysB_b1275_15","4.0","2","0","0","0.66666667","false","0","cysB_b1275_15","0","0.66666667"
"1.0","0.0","1.0","0.0","1","1","1","false","nhaR_b0020_15","1.0","1","0","0","1.0","false","0","nhaR_b0020_15","0","0.0"
"1.0","0.0","1.0","0.0","1","1","1","false","nhaA_b0019_15","1.0","1","0","0","1.0","false","0","nhaA_b0019_15","0","0.0"
"2.08378378","2.5879E-4","0.47989624","0.68136558","38","38","4","false","nhoA_b1463_15","104.07894737","38","0","0","0.78324324","false","0","nhoA_b1463_15","2358","0.34463228"
"2.06451613","0.0313333","0.484375","0.6","16","16","3","false","nikA_b3476_15","17.5","16","0","0","0.73387097","false","0","nikA_b3476_15","2478","0.41666667"
"2.90322581","0.0","0.34444444","1.0","4","4","4","false","nikB_b3477_14","12.5","4","0","0","0.52419355","false","0","nikB_b3477_14","0","0.5952381"
"2.35483871","0.0072821","0.42465753","0.6","10","10","4","false","nikC_b3478_15","14.4","10","0","0","0.66129032","false","0","nikC_b3478_15","320","0.38918919"
"1.98387097","0.04962963","0.50406504","0.50526316","20","20","3","false","nikD_b3479_14","16.2","20","0","0","0.75403226","false","0","nikD_b3479_14","3750","0.37674419"
"2.90322581","0.0","0.34444444","1.0","4","4","4","false","nikE_b3480_15","12.5","4","0","0","0.52419355","false","0","nikE_b3480_15","0","0.5952381"
"1.57894737","0.05425179","0.63333333","0.66666667","9","9","3","false","ninE_b0548_14","8.33333333","9","0","0","0.85526316","false","0","ninE_b0548_14","62","0.46296296"
"2.09677419","0.02679219","0.47692308","0.67619048","15","15","3","false","nirB_b3365_15","18.6","15","0","0","0.72580645","false","0","nirB_b3365_15","1442","0.45365854"
"2.91935484","1.5109E-4","0.34254144","0.66666667","4","4","4","false","nirC_b3367_28","12.5","4","0","0","0.52016129","false","0","nirC_b3367_28","4","0.56818182"
"2.67741935","0.00369934","0.37349398","0.67272727","11","11","4","false","nirD_b3366_15","13.90909091","11","0","0","0.58064516","false","0","nirD_b3366_15","90","0.51515152"
"1.6038961","0.00405341","0.62348178","0.7260755","68","68","3","false","nlpA_b3661_15","75.69117647","68","0","0","0.84902597","false","0","nlpA_b3661_15","3430","0.51490596"
"1.64705882","0.02144608","0.60714286","0.66666667","6","6","2","false","nlpB_b2477_14","8.33333333","6","0","0","0.78431373","false","0","nlpB_b2477_14","18","0.49019608"
"1.56578947","0.06609976","0.63865546","0.39047619","36","36","3","false","nlpC_b1708_14","21.0","36","0","0","0.85855263","false","0","nlpC_b1708_14","2522","0.29128086"
"2.11842105","0.00100067","0.47204969","0.8","6","6","3","false","elaA_b2267_14","28.0","6","0","0","0.72039474","false","0","elaA_b2267_14","56","0.45901639"
"2.23181818","4.964E-5","0.44806517","0.9","16","16","3","false","nlpD_b2742_14","77.3125","16","0","0","0.75363636","false","0","nlpD_b2742_14","72","0.50531046"
"1.0","0.0","1.0","0.0","1","1","1","false","nlpE_b0192_15","1.0","1","0","0","1.0","false","0","nlpE_b0192_15","0","0.0"
